latitude	longitude	region	gia_region	location	lab_id	indicator_type
53.75	-0.01	Europe	East_Great_Britain	Outer_Humber	GU-5480	index_point
53.77	-0.33	Europe	East_Great_Britain	Outer_Humber	IGS-97	terrestrial_limiting
53.62	-0.17	Europe	East_Great_Britain	Outer_Humber	AA-23432	index_point
53.63	-0.11	Europe	East_Great_Britain	Outer_Humber	AA-23434	index_point
53.91	-0.38	Europe	East_Great_Britain	Outer_Humber	AA-34284	index_point
53.73	-0.08	Europe	East_Great_Britain	Outer_Humber	GU-5475	index_point
53.63	-0.19	Europe	East_Great_Britain	Outer_Humber	Q-401	terrestrial_limiting
53.61	0.15	Europe	East_Great_Britain	Outer_Humber	RCD1598	index_point
53.64	-0.1	Europe	East_Great_Britain	Outer_Humber	AA-25582	terrestrial_limiting
53.64	-0.1	Europe	East_Great_Britain	Outer_Humber	AA-25581	terrestrial_limiting
53.91	-0.38	Europe	East_Great_Britain	Outer_Humber	AA-34285	index_point
53.61	0.15	Europe	East_Great_Britain	Outer_Humber	UB-3900	index_point
53.58	-0.08	Europe	East_Great_Britain	Outer_Humber	SRR-4745	index_point
53.58	-0.08	Europe	East_Great_Britain	Outer_Humber	SRR-4746	index_point
53.58	-0.08	Europe	East_Great_Britain	Outer_Humber	SRR-4747	terrestrial_limiting
53.69	-0.39	Europe	East_Great_Britain	Outer_Humber	SRR-4897	index_point
53.6	-0.14	Europe	East_Great_Britain	Outer_Humber	AA-23430	index_point
53.6	-0.14	Europe	East_Great_Britain	Outer_Humber	AA-23431	index_point
53.58	-0.08	Europe	East_Great_Britain	Outer_Humber	SRR-4744	index_point
53.76	0.0	Europe	East_Great_Britain	Outer_Humber	AA-23821	index_point
53.64	-0.1	Europe	East_Great_Britain	Outer_Humber	AA-34281	terrestrial_limiting
53.99	0.17	Europe	East_Great_Britain	Outer_Humber	AA-27137	terrestrial_limiting
53.99	0.17	Europe	East_Great_Britain	Outer_Humber	AA-25602	index_point
53.63	-0.11	Europe	East_Great_Britain	Outer_Humber	AA-23891	index_point
53.63	-0.11	Europe	East_Great_Britain	Outer_Humber	AA-23890	index_point
53.69	-0.39	Europe	East_Great_Britain	Outer_Humber	SRR-1374	index_point
53.69	-0.39	Europe	East_Great_Britain	Outer_Humber	SRR-1373	index_point
53.61	0.15	Europe	East_Great_Britain	Outer_Humber	AA-25575	terrestrial_limiting
53.62	0.06	Europe	East_Great_Britain	Outer_Humber	AA-26378	index_point
54.68	-1.2	Europe	East_Great_Britain	Tees	HV-4712	index_point
54.68	-1.2	Europe	East_Great_Britain	Tees	HV-18062	index_point
54.68	-1.2	Europe	East_Great_Britain	Tees	HV-18061	index_point
54.67	-1.19	Europe	East_Great_Britain	Tees	HV-3459	index_point
54.63	-1.21	Europe	East_Great_Britain	Tees	HV-18300	index_point
54.63	-1.21	Europe	East_Great_Britain	Tees	HV-18299	index_point
54.66	-1.19	Europe	East_Great_Britain	Tees	HV-18298	index_point
54.66	-1.19	Europe	East_Great_Britain	Tees	HV-18297	terrestrial_limiting
54.67	-1.19	Europe	East_Great_Britain	Tees	Beta-99222	index_point
54.68	-1.2	Europe	East_Great_Britain	Tees	HV-18064	index_point
54.59	-1.3	Europe	East_Great_Britain	Tees	AA-27201	index_point
54.59	-1.3	Europe	East_Great_Britain	Tees	AA-27200	index_point
54.59	-1.3	Europe	East_Great_Britain	Tees	AA-27199	index_point
54.67	-1.19	Europe	East_Great_Britain	Tees	Q-2662	index_point
54.57	-1.28	Europe	East_Great_Britain	Tees	AA-27197	index_point
54.57	-1.28	Europe	East_Great_Britain	Tees	AA-27196	index_point
54.62	-1.16	Europe	East_Great_Britain	Tees	AA-27192	index_point
54.68	-1.2	Europe	East_Great_Britain	Tees	HAR-3714	index_point
54.67	-1.19	Europe	East_Great_Britain	Tees	Beta-99223	index_point
54.67	-1.19	Europe	East_Great_Britain	Tees	Beta-99224	index_point
54.67	-1.19	Europe	East_Great_Britain	Tees	Q-2661	index_point
54.59	-1.3	Europe	East_Great_Britain	Tees	AA-27202	index_point
54.59	-1.3	Europe	East_Great_Britain	Tees	AA-27198	index_point
54.56	-1.28	Europe	East_Great_Britain	Tees	HAR-3711	terrestrial_limiting
54.68	-1.2	Europe	East_Great_Britain	Tees	HV-18063	index_point
54.61	-1.22	Europe	East_Great_Britain	Tees	SRR-3705	index_point
54.67	-1.19	Europe	East_Great_Britain	Tees	Q-2664	index_point
54.67	-1.19	Europe	East_Great_Britain	Tees	Q-2663	index_point
54.61	-1.22	Europe	East_Great_Britain	Tees	SRR-3706	index_point
54.61	-1.23	Europe	East_Great_Britain	Tees	AA-27203	index_point
54.57	-1.28	Europe	East_Great_Britain	Tees	AA-27205	index_point
54.67	-1.19	Europe	East_Great_Britain	Tees	Q-2660	index_point
54.61	-1.22	Europe	East_Great_Britain	Tees	SRR-3704	index_point
54.61	-1.24	Europe	East_Great_Britain	Tees	AA-27210	index_point
54.61	-1.24	Europe	East_Great_Britain	Tees	AA-27211	index_point
54.96	-1.67	Europe	East_Great_Britain	Tyne	AA-23822	index_point
50.63	-2.56	Europe	English_Channel	Dorset	I-3431	index_point
50.69	-2.03	Europe	English_Channel	Dorset	Beta-87925	index_point
50.67	-2.0	Europe	English_Channel	Dorset	CAMS-40012	index_point
50.63	-2.56	Europe	English_Channel	Dorset	I-3429	index_point
50.69	-2.03	Europe	English_Channel	Dorset	CAMS-40116	index_point
50.59	-2.49	Europe	English_Channel	Dorset	I-5307	index_point
50.69	-2.03	Europe	English_Channel	Dorset	CAMS-41300	index_point
50.67	-2.0	Europe	English_Channel	Dorset	CAMS-41301	index_point
50.67	-2.0	Europe	English_Channel	Dorset	CAMS-41302	index_point
50.67	-2.0	Europe	English_Channel	Dorset	CAMS-41303	index_point
50.67	-2.0	Europe	English_Channel	Dorset	CAMS-40013	index_point
51.79	0.99	Europe	English_Channel	Essex	SRR-57	index_point
51.61	0.93	Europe	English_Channel	Essex	Birm-242	index_point
51.79	0.98	Europe	English_Channel	Essex	SRR-158	index_point
51.77	1.09	Europe	English_Channel	Essex	SRR-970	index_point
51.63	0.78	Europe	English_Channel	Essex	HAR-5732	index_point
51.64	0.65	Europe	English_Channel	Essex	HAR-5227	index_point
51.63	0.6	Europe	English_Channel	Essex	HAR-5226	index_point
51.63	0.6	Europe	English_Channel	Essex	HAR-5223	index_point
51.63	0.6	Europe	English_Channel	Essex	HAR-6589	index_point
51.79	0.99	Europe	English_Channel	Essex	SRR-56	index_point
51.64	0.66	Europe	English_Channel	Essex	HAR-5224	index_point
50.79	-1.34	Europe	English_Channel	Hampshire	HV-17325	index_point
50.79	-1.34	Europe	English_Channel	Hampshire	HV-17324	index_point
50.79	-1.34	Europe	English_Channel	Hampshire	HV-17323	index_point
50.89	-1.3	Europe	English_Channel	Hampshire	Beta-93197	terrestrial_limiting
50.9	-1.46	Europe	English_Channel	Hampshire	Beta-93195	terrestrial_limiting
50.82	-1.36	Europe	English_Channel	Hampshire	Q-831	index_point
50.82	-1.36	Europe	English_Channel	Hampshire	Q-832	index_point
50.82	-1.36	Europe	English_Channel	Hampshire	Q-834	index_point
50.85	-1.37	Europe	English_Channel	Hampshire	Beta-93198	index_point
50.79	-1.34	Europe	English_Channel	Hampshire	HV-17326	index_point
50.79	-1.34	Europe	English_Channel	Hampshire	HV-17327	index_point
50.79	-1.34	Europe	English_Channel	Hampshire	HV-17322	index_point
50.86	-1.38	Europe	English_Channel	Hampshire	Beta-93196	index_point
50.72	-1.39	Europe	English_Channel	Hampshire	SUERC-31991	index_point
50.72	-1.39	Europe	English_Channel	Hampshire	SUERC-31979	index_point
50.87	-1.4	Europe	English_Channel	Hampshire	Beta-106551	terrestrial_limiting
50.87	-1.4	Europe	English_Channel	Hampshire	Beta-106550	terrestrial_limiting
51.05	0.83	Europe	English_Channel	Kent	Q-2648	index_point
50.92	0.71	Europe	English_Channel	Kent	GrA-24065	index_point
51.05	0.83	Europe	English_Channel	Kent	Beta-87701	index_point
50.94	0.84	Europe	English_Channel	Kent	Q-2650	index_point
50.94	0.84	Europe	English_Channel	Kent	Q-2651	index_point
50.94	0.84	Europe	English_Channel	Kent	Q-2652	index_point
50.9	0.68	Europe	English_Channel	Kent	GrA-2591	index_point
50.93	0.83	Europe	English_Channel	Kent	Q-2753	index_point
50.93	0.7	Europe	English_Channel	Kent	GrA-25302	index_point
50.93	0.83	Europe	English_Channel	Kent	Q-2754	index_point
50.94	0.84	Europe	English_Channel	Kent	Q-2649	index_point
51.05	0.83	Europe	English_Channel	Kent	Beta-87700	index_point
50.96	0.89	Europe	English_Channel	Kent	Beta-259388	index_point
51.05	0.83	Europe	English_Channel	Kent	Q-2647	index_point
50.95	0.83	Europe	English_Channel	Kent	Beta-248988	index_point
51.05	0.83	Europe	English_Channel	Kent	Beta-87702	index_point
51.05	0.83	Europe	English_Channel	Kent	Beta-87703	index_point
51.05	0.83	Europe	English_Channel	Kent	Beta-87704	index_point
50.95	0.83	Europe	English_Channel	Kent	Beta-248987	index_point
51.04	0.75	Europe	English_Channel	Kent	Beta-87705	terrestrial_limiting
50.95	0.83	Europe	English_Channel	Kent	Beta-248986	index_point
51.04	0.75	Europe	English_Channel	Kent	Beta-87706	terrestrial_limiting
50.96	0.89	Europe	English_Channel	Kent	Beta-259387	index_point
51.04	0.75	Europe	English_Channel	Kent	Beta-87707	index_point
50.96	0.89	Europe	English_Channel	Kent	Beta-259386	index_point
50.95	0.83	Europe	English_Channel	Kent	Beta-248989	index_point
51.1	1.4	Europe	English_Channel	Kent	NPL-101	terrestrial_limiting
51.07	0.92	Europe	English_Channel	Kent	Beta-109577	index_point
50.95	0.89	Europe	English_Channel	Kent	Beta-157460	index_point
50.96	0.83	Europe	English_Channel	Kent	SRR-5611	index_point
50.96	0.83	Europe	English_Channel	Kent	SRR-5612	index_point
50.96	0.83	Europe	English_Channel	Kent	SRR-5613	index_point
50.96	0.83	Europe	English_Channel	Kent	SRR-5614	index_point
51.02	0.84	Europe	English_Channel	Kent	SRR-5615	index_point
51.02	0.84	Europe	English_Channel	Kent	SRR-5616	index_point
51.02	0.84	Europe	English_Channel	Kent	SRR-5617	index_point
51.02	0.84	Europe	English_Channel	Kent	SRR-5618	index_point
51.04	0.83	Europe	English_Channel	Kent	SRR-5619	index_point
51.04	0.83	Europe	English_Channel	Kent	SRR-5620	index_point
51.04	0.83	Europe	English_Channel	Kent	SRR-5621	index_point
51.04	0.83	Europe	English_Channel	Kent	SRR-5622	index_point
51.0	0.84	Europe	English_Channel	Kent	SRR-5623	index_point
51.0	0.84	Europe	English_Channel	Kent	UB-3731	index_point
51.0	0.84	Europe	English_Channel	Kent	UB-3730	index_point
50.96	0.9	Europe	English_Channel	Kent	UB-3584	index_point
50.96	0.9	Europe	English_Channel	Kent	UB-3583	index_point
50.96	0.9	Europe	English_Channel	Kent	UB-3582	index_point
50.96	0.9	Europe	English_Channel	Kent	UB-3581	index_point
50.93	0.7	Europe	English_Channel	Kent	OxA-13460	index_point
50.9	0.68	Europe	English_Channel	Kent	OxA-13277	index_point
50.95	0.72	Europe	English_Channel	Kent	Beta-153522	terrestrial_limiting
50.95	0.72	Europe	English_Channel	Kent	Beta-153521	index_point
50.95	0.72	Europe	English_Channel	Kent	Beta-153394	index_point
50.95	0.89	Europe	English_Channel	Kent	Beta-157461	index_point
51.07	0.92	Europe	English_Channel	Kent	Beta-109576	index_point
50.95	0.9	Europe	English_Channel	Kent	Beta-170763	index_point
50.92	0.7	Europe	English_Channel	Kent	GrN-27875	index_point
51.07	0.92	Europe	English_Channel	Kent	Beta-109578	index_point
51.06	0.92	Europe	English_Channel	Kent	Beta-109579	index_point
51.06	0.92	Europe	English_Channel	Kent	Beta-109580	index_point
51.06	0.92	Europe	English_Channel	Kent	Beta-109581	index_point
50.93	0.6	Europe	English_Channel	Kent	SRR-2645	index_point
50.93	0.6	Europe	English_Channel	Kent	SRR-2646	index_point
50.92	0.68	Europe	English_Channel	Kent	SRR-2893	index_point
50.93	0.7	Europe	English_Channel	Kent	GrN-28735	index_point
50.93	0.7	Europe	English_Channel	Kent	GrN-28734	index_point
50.96	0.77	Europe	English_Channel	Kent	GrN-2866	index_point
50.9	0.68	Europe	English_Channel	Kent	GrN-28587	index_point
50.9	0.68	Europe	English_Channel	Kent	GrN-28586	index_point
50.92	0.7	Europe	English_Channel	Kent	GrN-28109	index_point
50.92	0.7	Europe	English_Channel	Kent	GrN-28108	index_point
50.92	0.7	Europe	English_Channel	Kent	GrN-28107	index_point
50.94	0.7	Europe	English_Channel	Kent	GrN-28106	index_point
50.94	0.72	Europe	English_Channel	Kent	GrN-28105	index_point
50.95	0.88	Europe	English_Channel	Kent	NPL-91	index_point
50.97	0.74	Europe	English_Channel	Kent	GrN-28103	index_point
50.92	0.71	Europe	English_Channel	Kent	GrN-28101	index_point
50.97	0.72	Europe	English_Channel	Kent	GrN-28056	index_point
50.97	0.72	Europe	English_Channel	Kent	GrN-28055	index_point
50.92	0.7	Europe	English_Channel	Kent	GrN-27913	index_point
50.92	0.7	Europe	English_Channel	Kent	GrN-27910	index_point
50.92	0.7	Europe	English_Channel	Kent	GrN-27876	index_point
50.95	0.9	Europe	English_Channel	Kent	Beta-170764	index_point
50.96	0.77	Europe	English_Channel	Kent	GrN-28104	index_point
50.9	0.68	Europe	English_Channel	Kent	GrN-28098	index_point
51.23	1.39	Europe	English_Channel	Kent	HV-17340	index_point
51.23	1.39	Europe	English_Channel	Kent	HV-17343	index_point
50.95	0.88	Europe	English_Channel	Kent	Beta-81370	index_point
51.24	1.35	Europe	English_Channel	Kent	HV-17495	index_point
51.24	1.35	Europe	English_Channel	Kent	HV-17496	index_point
51.24	1.35	Europe	English_Channel	Kent	HV-17498	index_point
51.24	1.35	Europe	English_Channel	Kent	HV-17499	index_point
50.95	0.88	Europe	English_Channel	Kent	Beta-81372	index_point
50.95	0.88	Europe	English_Channel	Kent	Beta-81371	index_point
50.95	0.88	Europe	English_Channel	Kent	Beta-81363	index_point
50.97	0.79	Europe	English_Channel	Kent	Beta-75454	index_point
50.97	0.79	Europe	English_Channel	Kent	Beta-75454	index_point
50.97	0.78	Europe	English_Channel	Kent	Beta-75453	index_point
50.97	0.79	Europe	English_Channel	Kent	Beta-75452	index_point
50.95	0.88	Europe	English_Channel	Kent	Beta-81364	index_point
50.97	0.9	Europe	English_Channel	Kent	Beta-81365	index_point
50.97	0.9	Europe	English_Channel	Kent	Beta-81366	index_point
50.95	0.89	Europe	English_Channel	Kent	Beta-81367	index_point
50.95	0.88	Europe	English_Channel	Kent	Beta-81368	index_point
50.95	0.88	Europe	English_Channel	Kent	Beta-81369	index_point
51.0	0.69	Europe	English_Channel	Kent	IGS-14	index_point
51.0	0.69	Europe	English_Channel	Kent	IGS-13	index_point
51.24	1.35	Europe	English_Channel	Kent	HV-17494	index_point
51.28	1.33	Europe	English_Channel	Kent	IGS-115	index_point
51.24	1.35	Europe	English_Channel	Kent	HV-17339	index_point
51.23	1.39	Europe	English_Channel	Kent	HV-17338	index_point
51.23	1.38	Europe	English_Channel	Kent	HV-17337	index_point
51.23	1.38	Europe	English_Channel	Kent	HV-17336	index_point
51.23	1.39	Europe	English_Channel	Kent	HV-17341	index_point
51.23	1.38	Europe	English_Channel	Kent	HV-17335	index_point
50.93	0.7	Europe	English_Channel	Kent	Beta-75451	index_point
51.23	1.39	Europe	English_Channel	Kent	HV-17342	index_point
50.95	0.73	Europe	English_Channel	Kent	IGS-116	terrestrial_limiting
51.23	1.38	Europe	English_Channel	Kent	HV-17334	index_point
50.89	0.7	Europe	English_Channel	Kent	IGS-56	index_point
51.23	1.38	Europe	English_Channel	Kent	HV-17330	index_point
51.23	1.38	Europe	English_Channel	Kent	HV-17333	index_point
50.96	0.75	Europe	English_Channel	Kent	Beta-75452	index_point
51.23	1.38	Europe	English_Channel	Kent	HV-17332	index_point
50.79	0.29	Europe	English_Channel	Sussex	SRR-2454	index_point
50.8	0.29	Europe	English_Channel	Sussex	Beta-105863	index_point
50.8	0.29	Europe	English_Channel	Sussex	Beta-105862	index_point
50.79	0.33	Europe	English_Channel	Sussex	SRR-379	index_point
50.79	0.33	Europe	English_Channel	Sussex	SRR-380	terrestrial_limiting
50.8	0.29	Europe	English_Channel	Sussex	Beta-117409	index_point
50.89	-0.55	Europe	English_Channel	Sussex	Q-690	index_point
50.8	0.29	Europe	English_Channel	Sussex	Beta-105864	index_point
50.8	0.29	Europe	English_Channel	Sussex	Beta-105865	index_point
50.6	-0.55	Europe	English_Channel	Sussex	GrA-23799	terrestrial_limiting
50.8	0.29	Europe	English_Channel	Sussex	Beta-105868	index_point
50.87	0.01	Europe	English_Channel	Sussex	Birm-168	terrestrial_limiting
50.79	0.33	Europe	English_Channel	Sussex	SRR-2452	index_point
50.62	-0.47	Europe	English_Channel	Sussex	GrA-23802	terrestrial_limiting
50.63	-0.35	Europe	English_Channel	Sussex	GrA-23803	terrestrial_limiting
50.81	0.27	Europe	English_Channel	Sussex	SRR-3217	index_point
50.81	0.27	Europe	English_Channel	Sussex	SRR-3216	index_point
50.81	0.27	Europe	English_Channel	Sussex	SRR-3215	index_point
50.86	0.51	Europe	English_Channel	Sussex	SRR-2685	index_point
50.86	0.53	Europe	English_Channel	Sussex	SRR-2682	index_point
50.86	0.52	Europe	English_Channel	Sussex	SRR-2681	index_point
50.86	0.52	Europe	English_Channel	Sussex	SRR-2680	index_point
50.79	0.29	Europe	English_Channel	Sussex	SRR-2455	index_point
50.8	0.29	Europe	English_Channel	Sussex	Beta-105867	index_point
50.86	0.52	Europe	English_Channel	Sussex	SRR-2683	index_point
50.8	0.29	Europe	English_Channel	Sussex	Beta-135993	index_point
50.8	0.29	Europe	English_Channel	Sussex	Beta-135992	index_point
50.8	0.29	Europe	English_Channel	Sussex	Beta-135991	index_point
50.62	-0.46	Europe	English_Channel	Sussex	GrN-28213	terrestrial_limiting
50.65	-0.37	Europe	English_Channel	Sussex	GrN-28212	terrestrial_limiting
50.65	-0.4	Europe	English_Channel	Sussex	GrN-24658	terrestrial_limiting
50.65	-0.4	Europe	English_Channel	Sussex	GrN-24569	terrestrial_limiting
50.86	0.05	Europe	English_Channel	Sussex	Beta-127566	terrestrial_limiting
50.86	0.05	Europe	English_Channel	Sussex	Beta-127565	terrestrial_limiting
50.86	0.05	Europe	English_Channel	Sussex	Beta-127564	index_point
50.65	-0.43	Europe	English_Channel	Sussex	OxA-12976b	terrestrial_limiting
50.65	-0.43	Europe	English_Channel	Sussex	OxA-12976a	terrestrial_limiting
50.86	0.05	Europe	English_Channel	Sussex	Beta-117544	index_point
50.8	0.29	Europe	English_Channel	Sussex	Beta-117410	index_point
51.5	0.13	Europe	English_Channel	Thames	Q-1282	index_point
51.47	0.31	Europe	English_Channel	Thames	Q-1283	index_point
51.46	0.25	Europe	English_Channel	Thames	Q-1284	index_point
51.5	0.13	Europe	English_Channel	Thames	Q-1333	index_point
51.46	0.31	Europe	English_Channel	Thames	Poz-19778	index_point
51.46	0.25	Europe	English_Channel	Thames	Q-1334	index_point
51.46	0.26	Europe	English_Channel	Thames	Q-1335	index_point
51.46	0.31	Europe	English_Channel	Thames	Poz-19779	terrestrial_limiting
51.44	0.72	Europe	English_Channel	Thames	Q-1286	terrestrial_limiting
51.46	0.26	Europe	English_Channel	Thames	Q-1281	index_point
51.49	-0.13	Europe	English_Channel	Thames	Beta-119789	terrestrial_limiting
51.39	0.52	Europe	English_Channel	Thames	Beta-66457	terrestrial_limiting
51.52	0.18	Europe	English_Channel	Thames	Beta-156302	terrestrial_limiting
51.39	0.52	Europe	English_Channel	Thames	Beta-66456	terrestrial_limiting
51.52	0.18	Europe	English_Channel	Thames	Beta-156202	terrestrial_limiting
51.39	0.52	Europe	English_Channel	Thames	Beta-66455	index_point
51.39	0.52	Europe	English_Channel	Thames	Beta-64509	terrestrial_limiting
51.52	0.18	Europe	English_Channel	Thames	Beta-156201	terrestrial_limiting
51.5	0.03	Europe	English_Channel	Thames	Beta-101867	terrestrial_limiting
51.51	0.2	Europe	English_Channel	Thames	WK-11596	terrestrial_limiting
51.5	-0.09	Europe	English_Channel	Thames	Beta-119788	terrestrial_limiting
51.5	-0.09	Europe	English_Channel	Thames	Beta-119787	terrestrial_limiting
51.46	0.31	Europe	English_Channel	Thames	Poz-19777	index_point
51.5	-0.09	Europe	English_Channel	Thames	Beta-119786	index_point
51.5	-0.09	Europe	English_Channel	Thames	Beta-119785	terrestrial_limiting
51.5	-0.09	Europe	English_Channel	Thames	Beta-119784	index_point
51.46	0.36	Europe	English_Channel	Thames	Q-790A	index_point
51.5	-0.09	Europe	English_Channel	Thames	Beta-119783	terrestrial_limiting
51.49	0.23	Europe	English_Channel	Thames	NZA-27534	terrestrial_limiting
51.46	0.31	Europe	English_Channel	Thames	Poz-19868	index_point
51.5	-0.05	Europe	English_Channel	Thames	Beta-122968	terrestrial_limiting
51.5	0.03	Europe	English_Channel	Thames	Beta-93682	index_point
51.5	0.03	Europe	English_Channel	Thames	Beta-93681	index_point
51.52	0.18	Europe	English_Channel	Thames	Beta-154303	index_point
51.5	0.03	Europe	English_Channel	Thames	Beta-93680	terrestrial_limiting
51.5	0.03	Europe	English_Channel	Thames	Beta-93679	index_point
51.5	0.03	Europe	English_Channel	Thames	Beta-93678	terrestrial_limiting
51.5	0.03	Europe	English_Channel	Thames	Beta-93677	index_point
51.49	0.23	Europe	English_Channel	Thames	SUERC-33054	terrestrial_limiting
51.49	-0.13	Europe	English_Channel	Thames	Beta-127739	index_point
51.5	0.03	Europe	English_Channel	Thames	Beta-93683	terrestrial_limiting
51.39	0.52	Europe	English_Channel	Thames	Beta-81728	index_point
51.51	0.2	Europe	English_Channel	Thames	SUERC-33058	terrestrial_limiting
51.49	-0.13	Europe	English_Channel	Thames	Beta-127617	terrestrial_limiting
51.49	-0.13	Europe	English_Channel	Thames	Beta-127616	index_point
51.51	0.2	Europe	English_Channel	Thames	NZA-16267	terrestrial_limiting
51.51	0.2	Europe	English_Channel	Thames	NZA-16268	terrestrial_limiting
51.49	0.23	Europe	English_Channel	Thames	NZA-16269	terrestrial_limiting
51.49	0.23	Europe	English_Channel	Thames	NZA-27522	terrestrial_limiting
51.49	0.23	Europe	English_Channel	Thames	NZA-27625	terrestrial_limiting
51.49	0.23	Europe	English_Channel	Thames	NZA-27527	terrestrial_limiting
51.49	0.23	Europe	English_Channel	Thames	NZA-27528	terrestrial_limiting
51.39	0.52	Europe	English_Channel	Thames	Beta-81729	index_point
51.52	0.18	Europe	English_Channel	Thames	Beta-156199	index_point
51.52	0.18	Europe	English_Channel	Thames	Beta-156200	terrestrial_limiting
51.5	0.03	Europe	English_Channel	Thames	Beta-93684	terrestrial_limiting
51.46	0.36	Europe	English_Channel	Thames	Q-790B	index_point
51.46	0.36	Europe	English_Channel	Thames	Q-791	index_point
51.5	0.03	Europe	English_Channel	Thames	Beta-120958	terrestrial_limiting
51.5	0.03	Europe	English_Channel	Thames	Beta-120959	index_point
51.5	0.03	Europe	English_Channel	Thames	Beta-120960	terrestrial_limiting
51.46	0.25	Europe	English_Channel	Thames	SRR-274	index_point
51.46	0.25	Europe	English_Channel	Thames	SRR-275	index_point
51.46	0.35	Europe	English_Channel	Thames	Q-792	index_point
51.46	0.35	Europe	English_Channel	Thames	Q-793	index_point
51.46	0.35	Europe	English_Channel	Thames	Q-810	index_point
51.52	0.1	Europe	English_Channel	Thames	Beta-287634	index_point
51.46	0.35	Europe	English_Channel	Thames	Q-811	index_point
51.5	0.03	Europe	English_Channel	Thames	Beta-93689	terrestrial_limiting
51.5	0.03	Europe	English_Channel	Thames	Beta-93688	index_point
51.5	-0.09	Europe	English_Channel	Thames	Beta-122928	terrestrial_limiting
51.5	0.03	Europe	English_Channel	Thames	Beta-93686	terrestrial_limiting
51.49	-0.13	Europe	English_Channel	Thames	Beta-122929	terrestrial_limiting
51.46	0.25	Europe	English_Channel	Thames	SRR-276	index_point
51.46	0.25	Europe	English_Channel	Thames	SRR-277	index_point
51.46	0.25	Europe	English_Channel	Thames	SRR-278	index_point
51.46	0.25	Europe	English_Channel	Thames	SRR-279	index_point
51.5	0.03	Europe	English_Channel	Thames	Beta-93685	index_point
51.46	0.25	Europe	English_Channel	Thames	SRR-280	index_point
51.49	-0.13	Europe	English_Channel	Thames	Beta-119790	terrestrial_limiting
51.5	0.03	Europe	English_Channel	Thames	Beta-93687	terrestrial_limiting
51.52	0.1	Europe	English_Channel	Thames	Beta-287635	index_point
51.46	0.26	Europe	English_Channel	Thames	Q-1338	index_point
51.47	0.31	Europe	English_Channel	Thames	Q-1342	index_point
51.45	0.37	Europe	English_Channel	Thames	Q-1426	terrestrial_limiting
51.45	0.37	Europe	English_Channel	Thames	Q-1427	index_point
51.45	0.37	Europe	English_Channel	Thames	Q-1428	index_point
51.45	0.37	Europe	English_Channel	Thames	Q-1429	index_point
51.45	0.37	Europe	English_Channel	Thames	Q-1432	index_point
51.45	0.37	Europe	English_Channel	Thames	Q-1430	index_point
51.47	0.31	Europe	English_Channel	Thames	Q-1341	index_point
51.52	0.12	Europe	English_Channel	Thames	Beta-287631	index_point
51.53	0.12	Europe	English_Channel	Thames	Beta-324685	index_point
51.53	0.12	Europe	English_Channel	Thames	Beta-324684	index_point
51.53	0.12	Europe	English_Channel	Thames	Beta-324683	index_point
51.53	0.12	Europe	English_Channel	Thames	Beta-324682	index_point
51.53	0.12	Europe	English_Channel	Thames	Beta-324681	index_point
51.53	0.12	Europe	English_Channel	Thames	Beta-324680	index_point
51.52	0.12	Europe	English_Channel	Thames	Beta-287630	index_point
51.45	0.37	Europe	English_Channel	Thames	Q-1431	index_point
51.43	0.71	Europe	English_Channel	Thames	IGS-88	terrestrial_limiting
51.45	0.37	Europe	English_Channel	Thames	Q-1433	index_point
51.46	0.26	Europe	English_Channel	Thames	Q-1337	index_point
51.52	0.1	Europe	English_Channel	Thames	Beta-287636	index_point
51.52	0.1	Europe	English_Channel	Thames	Beta-287637	index_point
51.52	0.11	Europe	English_Channel	Thames	Beta-287638	index_point
51.52	0.13	Europe	English_Channel	Thames	Beta-287633	index_point
51.52	0.11	Europe	English_Channel	Thames	Beta-287639	index_point
51.46	0.26	Europe	English_Channel	Thames	Q-1336	index_point
51.47	0.31	Europe	English_Channel	Thames	Q-1339	index_point
51.47	0.31	Europe	English_Channel	Thames	Q-1340	index_point
51.52	0.13	Europe	English_Channel	Thames	Beta-287632	index_point
60.26	24.8	Europe	Gulfs_Of_Riga_-_Finland	Helsinki	Hel-999	index_point
60.24	24.76	Europe	Gulfs_Of_Riga_-_Finland	Helsinki	Hel-1435	index_point
60.22	24.58	Europe	Gulfs_Of_Riga_-_Finland	Helsinki	Hel-1995	index_point
60.23	24.73	Europe	Gulfs_Of_Riga_-_Finland	Helsinki	Hel-2197	index_point
60.3	25.2	Europe	Gulfs_Of_Riga_-_Finland	Helsinki	Hel-1131	index_point
60.33	25.33	Europe	Gulfs_Of_Riga_-_Finland	Helsinki	Helsinki-02	index_point
60.22	24.73	Europe	Gulfs_Of_Riga_-_Finland	Helsinki	Hel-350	index_point
60.23	24.64	Europe	Gulfs_Of_Riga_-_Finland	Helsinki	Hel-1669	index_point
60.27	25.31	Europe	Gulfs_Of_Riga_-_Finland	Helsinki	Helsinki-01	index_point
58.91	22.2	Europe	Gulfs_Of_Riga_-_Finland	Hiiumaa	TA-524	terrestrial_limiting
58.9	22.21	Europe	Gulfs_Of_Riga_-_Finland	Hiiumaa	Tln-1873	terrestrial_limiting
58.91	22.2	Europe	Gulfs_Of_Riga_-_Finland	Hiiumaa	TA-523	terrestrial_limiting
58.91	22.2	Europe	Gulfs_Of_Riga_-_Finland	Hiiumaa	Beta-521279	terrestrial_limiting
