Latitude	longitude	
49.2	-123	Engelhart_et_al_2015_Pacific_NA
49.2	-123	Engelhart_et_al_2015_Pacific_NA
49.2	-123	Engelhart_et_al_2015_Pacific_NA
49.2	-122.2	Engelhart_et_al_2015_Pacific_NA
49.2	-122.5	Engelhart_et_al_2015_Pacific_NA
49.2	-122.9	Engelhart_et_al_2015_Pacific_NA
49.2	-123	Engelhart_et_al_2015_Pacific_NA
49.1	-122.2	Engelhart_et_al_2015_Pacific_NA
49.1	-123	Engelhart_et_al_2015_Pacific_NA
49	-122.8	Engelhart_et_al_2015_Pacific_NA
49	-122.8	Engelhart_et_al_2015_Pacific_NA
49	-123.1	Engelhart_et_al_2015_Pacific_NA
49	-123.1	Engelhart_et_al_2015_Pacific_NA
49	-123.1	Engelhart_et_al_2015_Pacific_NA
49	-122.2	Engelhart_et_al_2015_Pacific_NA
48.8	-122.3	Engelhart_et_al_2015_Pacific_NA
48.4	-122.4	Engelhart_et_al_2015_Pacific_NA
48.4	-122.4	Engelhart_et_al_2015_Pacific_NA
48.4	-122.4	Engelhart_et_al_2015_Pacific_NA
48.4	-122.4	Engelhart_et_al_2015_Pacific_NA
49.3	-123.3	Engelhart_et_al_2015_Pacific_NA
49.3	-122.8	Engelhart_et_al_2015_Pacific_NA
49.2	-122.9	Engelhart_et_al_2015_Pacific_NA
49.2	-123.1	Engelhart_et_al_2015_Pacific_NA
49.2	-123.2	Engelhart_et_al_2015_Pacific_NA
49.1	-122.9	Engelhart_et_al_2015_Pacific_NA
49.1	-122.9	Engelhart_et_al_2015_Pacific_NA
49	-123	Engelhart_et_al_2015_Pacific_NA
49	-122.8	Engelhart_et_al_2015_Pacific_NA
49	-122.8	Engelhart_et_al_2015_Pacific_NA
49	-122.8	Engelhart_et_al_2015_Pacific_NA
48.8	-122.4	Engelhart_et_al_2015_Pacific_NA
48.8	-122.4	Engelhart_et_al_2015_Pacific_NA
48.4	-122.3	Engelhart_et_al_2015_Pacific_NA
48.4	-122.3	Engelhart_et_al_2015_Pacific_NA
48.4	-122.6	Engelhart_et_al_2015_Pacific_NA
48.2	-122.7	Engelhart_et_al_2015_Pacific_NA
48.5	-123.4	Engelhart_et_al_2015_Pacific_NA
48.5	-123.5	Engelhart_et_al_2015_Pacific_NA
48.5	-123.5	Engelhart_et_al_2015_Pacific_NA
48.5	-123.4	Engelhart_et_al_2015_Pacific_NA
48.5	-123.4	Engelhart_et_al_2015_Pacific_NA
48.5	-123.5	Engelhart_et_al_2015_Pacific_NA
48.4	-123.6	Engelhart_et_al_2015_Pacific_NA
48.4	-123.6	Engelhart_et_al_2015_Pacific_NA
48.4	-123.2	Engelhart_et_al_2015_Pacific_NA
48.4	-123.2	Engelhart_et_al_2015_Pacific_NA
48.9	-123.4	Engelhart_et_al_2015_Pacific_NA
48.9	-123.4	Engelhart_et_al_2015_Pacific_NA
48.9	-123.4	Engelhart_et_al_2015_Pacific_NA
48.9	-123.5	Engelhart_et_al_2015_Pacific_NA
48.7	-123.4	Engelhart_et_al_2015_Pacific_NA
48.6	-123.4	Engelhart_et_al_2015_Pacific_NA
48.6	-123.5	Engelhart_et_al_2015_Pacific_NA
48.6	-123.5	Engelhart_et_al_2015_Pacific_NA
48.5	-123	Engelhart_et_al_2015_Pacific_NA
48.5	-123.4	Engelhart_et_al_2015_Pacific_NA
48.5	-123.4	Engelhart_et_al_2015_Pacific_NA
48.5	-123.4	Engelhart_et_al_2015_Pacific_NA
48.5	-123.4	Engelhart_et_al_2015_Pacific_NA
48.5	-123.3	Engelhart_et_al_2015_Pacific_NA
48.5	-123.5	Engelhart_et_al_2015_Pacific_NA
48.5	-123.4	Engelhart_et_al_2015_Pacific_NA
48.5	-123.4	Engelhart_et_al_2015_Pacific_NA
48.4	-123.6	Engelhart_et_al_2015_Pacific_NA
48.4	-123.6	Engelhart_et_al_2015_Pacific_NA
48.4	-123.8	Engelhart_et_al_2015_Pacific_NA
48.4	-123.8	Engelhart_et_al_2015_Pacific_NA
48.4	-123.7	Engelhart_et_al_2015_Pacific_NA
48.4	-123.7	Engelhart_et_al_2015_Pacific_NA
48.4	-123.7	Engelhart_et_al_2015_Pacific_NA
48.4	-123.7	Engelhart_et_al_2015_Pacific_NA
48.4	-123.4	Engelhart_et_al_2015_Pacific_NA
48.4	-123.4	Engelhart_et_al_2015_Pacific_NA
48.4	-123.4	Engelhart_et_al_2015_Pacific_NA
48.8	-123.3	Engelhart_et_al_2015_Pacific_NA
48.8	-123.3	Engelhart_et_al_2015_Pacific_NA
48.8	-123.3	Engelhart_et_al_2015_Pacific_NA
48.8	-123.3	Engelhart_et_al_2015_Pacific_NA
48.8	-123.3	Engelhart_et_al_2015_Pacific_NA
48.8	-123.3	Engelhart_et_al_2015_Pacific_NA
48.8	-123.3	Engelhart_et_al_2015_Pacific_NA
48.8	-123.3	Engelhart_et_al_2015_Pacific_NA
48.7	-123.4	Engelhart_et_al_2015_Pacific_NA
48.5	-123.4	Engelhart_et_al_2015_Pacific_NA
48.5	-123.4	Engelhart_et_al_2015_Pacific_NA
48.5	-123.4	Engelhart_et_al_2015_Pacific_NA
48.5	-123.4	Engelhart_et_al_2015_Pacific_NA
48.5	-123.5	Engelhart_et_al_2015_Pacific_NA
48.5	-123.5	Engelhart_et_al_2015_Pacific_NA
48.5	-123.4	Engelhart_et_al_2015_Pacific_NA
48.5	-123.4	Engelhart_et_al_2015_Pacific_NA
48.4	-123.4	Engelhart_et_al_2015_Pacific_NA
48.4	-123.4	Engelhart_et_al_2015_Pacific_NA
48.4	-123.7	Engelhart_et_al_2015_Pacific_NA
48.4	-123.4	Engelhart_et_al_2015_Pacific_NA
48.4	-123.7	Engelhart_et_al_2015_Pacific_NA
48.3	-124.6	Engelhart_et_al_2015_Pacific_NA
48.3	-124.6	Engelhart_et_al_2015_Pacific_NA
48.3	-124.6	Engelhart_et_al_2015_Pacific_NA
48.3	-124.6	Engelhart_et_al_2015_Pacific_NA
48.3	-124.6	Engelhart_et_al_2015_Pacific_NA
48.3	-124.6	Engelhart_et_al_2015_Pacific_NA
48.3	-124.6	Engelhart_et_al_2015_Pacific_NA
48.3	-124.6	Engelhart_et_al_2015_Pacific_NA
48.3	-124.6	Engelhart_et_al_2015_Pacific_NA
48.3	-124.6	Engelhart_et_al_2015_Pacific_NA
48.3	-124.6	Engelhart_et_al_2015_Pacific_NA
48.3	-124.6	Engelhart_et_al_2015_Pacific_NA
48.1	-123.7	Engelhart_et_al_2015_Pacific_NA
48.1	-123.7	Engelhart_et_al_2015_Pacific_NA
48.3	-124.7	Engelhart_et_al_2015_Pacific_NA
48.3	-124.6	Engelhart_et_al_2015_Pacific_NA
48.1	-124.7	Engelhart_et_al_2015_Pacific_NA
48.1	-122.5	Engelhart_et_al_2015_Pacific_NA
48.1	-122.5	Engelhart_et_al_2015_Pacific_NA
48.1	-122.5	Engelhart_et_al_2015_Pacific_NA
48.1	-122.5	Engelhart_et_al_2015_Pacific_NA
48.1	-122.5	Engelhart_et_al_2015_Pacific_NA
48.1	-122.5	Engelhart_et_al_2015_Pacific_NA
48.1	-122.5	Engelhart_et_al_2015_Pacific_NA
48.1	-122.5	Engelhart_et_al_2015_Pacific_NA
48	-122.8	Engelhart_et_al_2015_Pacific_NA
48	-122.8	Engelhart_et_al_2015_Pacific_NA
48	-122.8	Engelhart_et_al_2015_Pacific_NA
48	-122.8	Engelhart_et_al_2015_Pacific_NA
48	-122.8	Engelhart_et_al_2015_Pacific_NA
48	-122.8	Engelhart_et_al_2015_Pacific_NA
48	-122.8	Engelhart_et_al_2015_Pacific_NA
48	-122.8	Engelhart_et_al_2015_Pacific_NA
48	-122.8	Engelhart_et_al_2015_Pacific_NA
47.9	-122.7	Engelhart_et_al_2015_Pacific_NA
47.9	-122.7	Engelhart_et_al_2015_Pacific_NA
47.9	-122.7	Engelhart_et_al_2015_Pacific_NA
47.9	-122.7	Engelhart_et_al_2015_Pacific_NA
47.9	-122.7	Engelhart_et_al_2015_Pacific_NA
47.9	-122.7	Engelhart_et_al_2015_Pacific_NA
47.9	-122.7	Engelhart_et_al_2015_Pacific_NA
47.9	-122.7	Engelhart_et_al_2015_Pacific_NA
47.9	-122.3	Engelhart_et_al_2015_Pacific_NA
47.9	-122.3	Engelhart_et_al_2015_Pacific_NA
47.9	-122.3	Engelhart_et_al_2015_Pacific_NA
47.8	-122.8	Engelhart_et_al_2015_Pacific_NA
47.8	-122.9	Engelhart_et_al_2015_Pacific_NA
47.8	-122.9	Engelhart_et_al_2015_Pacific_NA
47.8	-122.9	Engelhart_et_al_2015_Pacific_NA
47.1	-122.7	Engelhart_et_al_2015_Pacific_NA
47.1	-122.7	Engelhart_et_al_2015_Pacific_NA
47.1	-122.7	Engelhart_et_al_2015_Pacific_NA
47.9	-122.7	Engelhart_et_al_2015_Pacific_NA
47.9	-122.7	Engelhart_et_al_2015_Pacific_NA
47.9	-122.7	Engelhart_et_al_2015_Pacific_NA
47.9	-122.7	Engelhart_et_al_2015_Pacific_NA
47.8	-122.6	Engelhart_et_al_2015_Pacific_NA
47.8	-122.6	Engelhart_et_al_2015_Pacific_NA
47.7	-122.6	Engelhart_et_al_2015_Pacific_NA
48.1	-122.2	Engelhart_et_al_2015_Pacific_NA
48.1	-123.1	Engelhart_et_al_2015_Pacific_NA
47.1	-124.1	Engelhart_et_al_2015_Pacific_NA
47.1	-124.1	Engelhart_et_al_2015_Pacific_NA
47.1	-124.1	Engelhart_et_al_2015_Pacific_NA
47.1	-124.1	Engelhart_et_al_2015_Pacific_NA
47.1	-124.1	Engelhart_et_al_2015_Pacific_NA
47.1	-124.1	Engelhart_et_al_2015_Pacific_NA
47.1	-124.1	Engelhart_et_al_2015_Pacific_NA
47.1	-124.1	Engelhart_et_al_2015_Pacific_NA
47.1	-124.1	Engelhart_et_al_2015_Pacific_NA
47.1	-124.1	Engelhart_et_al_2015_Pacific_NA
47	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-123.7	Engelhart_et_al_2015_Pacific_NA
46.9	-123.7	Engelhart_et_al_2015_Pacific_NA
46.9	-123.7	Engelhart_et_al_2015_Pacific_NA
46.9	-123.7	Engelhart_et_al_2015_Pacific_NA
46.9	-123.7	Engelhart_et_al_2015_Pacific_NA
46.9	-123.7	Engelhart_et_al_2015_Pacific_NA
46.9	-123.7	Engelhart_et_al_2015_Pacific_NA
46.9	-123.7	Engelhart_et_al_2015_Pacific_NA
46.9	-123.7	Engelhart_et_al_2015_Pacific_NA
46.9	-123.7	Engelhart_et_al_2015_Pacific_NA
46.9	-123.7	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-123.8	Engelhart_et_al_2015_Pacific_NA
46.9	-123.8	Engelhart_et_al_2015_Pacific_NA
46.9	-123.8	Engelhart_et_al_2015_Pacific_NA
46.9	-123.8	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.9	-124	Engelhart_et_al_2015_Pacific_NA
46.7	-123.7	Engelhart_et_al_2015_Pacific_NA
46.7	-123.7	Engelhart_et_al_2015_Pacific_NA
46.7	-123.7	Engelhart_et_al_2015_Pacific_NA
46.7	-123.7	Engelhart_et_al_2015_Pacific_NA
46.7	-123.7	Engelhart_et_al_2015_Pacific_NA
46.7	-123.7	Engelhart_et_al_2015_Pacific_NA
46.7	-123.7	Engelhart_et_al_2015_Pacific_NA
46.7	-123.7	Engelhart_et_al_2015_Pacific_NA
46.7	-123.7	Engelhart_et_al_2015_Pacific_NA
46.7	-123.7	Engelhart_et_al_2015_Pacific_NA
46.7	-123.7	Engelhart_et_al_2015_Pacific_NA
46.7	-123.7	Engelhart_et_al_2015_Pacific_NA
46.7	-123.7	Engelhart_et_al_2015_Pacific_NA
46.7	-123.7	Engelhart_et_al_2015_Pacific_NA
46.6	-124	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.4	-124	Engelhart_et_al_2015_Pacific_NA
46.4	-124	Engelhart_et_al_2015_Pacific_NA
46.4	-124	Engelhart_et_al_2015_Pacific_NA
46.4	-124	Engelhart_et_al_2015_Pacific_NA
46.4	-124	Engelhart_et_al_2015_Pacific_NA
46.4	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-123.7	Engelhart_et_al_2015_Pacific_NA
46.3	-123.7	Engelhart_et_al_2015_Pacific_NA
46.3	-123.7	Engelhart_et_al_2015_Pacific_NA
46.3	-123.7	Engelhart_et_al_2015_Pacific_NA
46.3	-123.7	Engelhart_et_al_2015_Pacific_NA
46.3	-123.7	Engelhart_et_al_2015_Pacific_NA
46.3	-123.7	Engelhart_et_al_2015_Pacific_NA
46.3	-123.7	Engelhart_et_al_2015_Pacific_NA
46.3	-123.7	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-123.7	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.3	-124	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
46.6	-123.9	Engelhart_et_al_2015_Pacific_NA
45.9	-123.9	Engelhart_et_al_2015_Pacific_NA
45.9	-123.9	Engelhart_et_al_2015_Pacific_NA
45.9	-123.9	Engelhart_et_al_2015_Pacific_NA
45.9	-123.9	Engelhart_et_al_2015_Pacific_NA
45.9	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.1	-123.9	Engelhart_et_al_2015_Pacific_NA
45.1	-123.9	Engelhart_et_al_2015_Pacific_NA
45.1	-123.9	Engelhart_et_al_2015_Pacific_NA
45.1	-123.9	Engelhart_et_al_2015_Pacific_NA
45.1	-123.9	Engelhart_et_al_2015_Pacific_NA
45.1	-123.9	Engelhart_et_al_2015_Pacific_NA
45.1	-123.9	Engelhart_et_al_2015_Pacific_NA
45.1	-123.9	Engelhart_et_al_2015_Pacific_NA
45.1	-123.9	Engelhart_et_al_2015_Pacific_NA
45.1	-123.9	Engelhart_et_al_2015_Pacific_NA
45.1	-123.9	Engelhart_et_al_2015_Pacific_NA
45.1	-123.9	Engelhart_et_al_2015_Pacific_NA
45.1	-123.9	Engelhart_et_al_2015_Pacific_NA
45.1	-123.9	Engelhart_et_al_2015_Pacific_NA
45.1	-123.9	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
44.9	-124	Engelhart_et_al_2015_Pacific_NA
44.9	-124	Engelhart_et_al_2015_Pacific_NA
44.9	-124	Engelhart_et_al_2015_Pacific_NA
44.9	-124	Engelhart_et_al_2015_Pacific_NA
44.9	-124	Engelhart_et_al_2015_Pacific_NA
45.5	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.4	-123.9	Engelhart_et_al_2015_Pacific_NA
45.1	-123.9	Engelhart_et_al_2015_Pacific_NA
45.1	-123.9	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
45	-124	Engelhart_et_al_2015_Pacific_NA
46	-123.9	Engelhart_et_al_2015_Pacific_NA
45.7	-123.9	Engelhart_et_al_2015_Pacific_NA
45.5	-123.9	Engelhart_et_al_2015_Pacific_NA
45.5	-123.9	Engelhart_et_al_2015_Pacific_NA
45.5	-123.9	Engelhart_et_al_2015_Pacific_NA
45.5	-123.9	Engelhart_et_al_2015_Pacific_NA
44.6	-124	Engelhart_et_al_2015_Pacific_NA
44.6	-124	Engelhart_et_al_2015_Pacific_NA
44.6	-124	Engelhart_et_al_2015_Pacific_NA
44.6	-124	Engelhart_et_al_2015_Pacific_NA
44.6	-124	Engelhart_et_al_2015_Pacific_NA
44.6	-124	Engelhart_et_al_2015_Pacific_NA
44.6	-124	Engelhart_et_al_2015_Pacific_NA
44.6	-124	Engelhart_et_al_2015_Pacific_NA
44.6	-124	Engelhart_et_al_2015_Pacific_NA
44.6	-124	Engelhart_et_al_2015_Pacific_NA
44.4	-124	Engelhart_et_al_2015_Pacific_NA
44.4	-124	Engelhart_et_al_2015_Pacific_NA
44.4	-124	Engelhart_et_al_2015_Pacific_NA
44.4	-124	Engelhart_et_al_2015_Pacific_NA
44.4	-124	Engelhart_et_al_2015_Pacific_NA
44.4	-124	Engelhart_et_al_2015_Pacific_NA
44.4	-124	Engelhart_et_al_2015_Pacific_NA
44.4	-124	Engelhart_et_al_2015_Pacific_NA
44.4	-124	Engelhart_et_al_2015_Pacific_NA
44.4	-124	Engelhart_et_al_2015_Pacific_NA
44.4	-124	Engelhart_et_al_2015_Pacific_NA
44.4	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
44	-124	Engelhart_et_al_2015_Pacific_NA
43.4	-124.2	Engelhart_et_al_2015_Pacific_NA
43.4	-124.2	Engelhart_et_al_2015_Pacific_NA
43.4	-124.2	Engelhart_et_al_2015_Pacific_NA
43.4	-124.2	Engelhart_et_al_2015_Pacific_NA
43.4	-124.2	Engelhart_et_al_2015_Pacific_NA
43.4	-124.2	Engelhart_et_al_2015_Pacific_NA
43.4	-124.2	Engelhart_et_al_2015_Pacific_NA
43.4	-124.2	Engelhart_et_al_2015_Pacific_NA
43.3	-124.3	Engelhart_et_al_2015_Pacific_NA
43.3	-124.3	Engelhart_et_al_2015_Pacific_NA
43.3	-124.3	Engelhart_et_al_2015_Pacific_NA
43.3	-124.3	Engelhart_et_al_2015_Pacific_NA
43.3	-124.3	Engelhart_et_al_2015_Pacific_NA
43.3	-124.3	Engelhart_et_al_2015_Pacific_NA
