Latitude	longitude	
62.42	-66.42	Dyke_unpublished_NA
62.42	-66.5	Dyke_unpublished_NA
62.3	-66.25	Dyke_unpublished_NA
62.366667	-66.183333	Dyke_unpublished_NA
62.31	-66.173333	Dyke_unpublished_NA
62.341667	-66.508333	Dyke_unpublished_NA
62.408333	-66.483333	Dyke_unpublished_NA
62.466667	-66.491667	Dyke_unpublished_NA
62.306667	-66.176667	Dyke_unpublished_NA
62.236667	-66.118333	Dyke_unpublished_NA
62.583333	-66.616667	Dyke_unpublished_NA
62.425	-66.27	Dyke_unpublished_NA
62.363333	-66.166667	Dyke_unpublished_NA
62.425	-66.266667	Dyke_unpublished_NA
62.483333	-66.5	Dyke_unpublished_NA
62.3	-66.333333	Dyke_unpublished_NA
62.3	-66.333333	Dyke_unpublished_NA
62.283333	-66.283333	Dyke_unpublished_NA
62.266667	-66.25	Dyke_unpublished_NA
62.266667	-66.25	Dyke_unpublished_NA
62.3	-66.266667	Dyke_unpublished_NA
62.413889	-66.433333	Dyke_unpublished_NA
62.65	-66.75	Dyke_unpublished_NA
62.483333	-66.5	Dyke_unpublished_NA
62.3	-66.25	Dyke_unpublished_NA
62.366667	-66.333333	Dyke_unpublished_NA
69.033333	-75.033333	Dyke_unpublished_NA
69.1	-74.866667	Dyke_unpublished_NA
69.1	-74.833333	Dyke_unpublished_NA
69.116667	-75.033333	Dyke_unpublished_NA
69.166667	-75.466667	Dyke_unpublished_NA
69.283333	-74.25	Dyke_unpublished_NA
69.3	-75.616667	Dyke_unpublished_NA
69.293167	-75.608167	Dyke_unpublished_NA
69.467	-75.5625	Dyke_unpublished_NA
69.166833	-75.439	Dyke_unpublished_NA
69.2417	-74.6255	Dyke_unpublished_NA
68.9723	-74.5243	Dyke_unpublished_NA
68.8435	-74.509	Dyke_unpublished_NA
69.35	-75.816667	Dyke_unpublished_NA
69.366667	-74	Dyke_unpublished_NA
69.466667	-75.516667	Dyke_unpublished_NA
69.520277	-78.798611	Dyke_unpublished_NA
69.652	-78.487	Dyke_unpublished_NA
69.729	-78.179	Dyke_unpublished_NA
69.89	-78.803611	Dyke_unpublished_NA
69.584	-78.5	Dyke_unpublished_NA
69.485542	-78.777267	Dyke_unpublished_NA
69.983055	-78.6575	Dyke_unpublished_NA
69.478911	-78.855317	Dyke_unpublished_NA
69.89	-78.796666	Dyke_unpublished_NA
69.907777	-79.141944	Dyke_unpublished_NA
69.914722	-78.791388	Dyke_unpublished_NA
69.914722	-78.791388	Dyke_unpublished_NA
69.915277	-78.885277	Dyke_unpublished_NA
69.915555	-78.794166	Dyke_unpublished_NA
69.918055	-78.883611	Dyke_unpublished_NA
69.920555	-79.137777	Dyke_unpublished_NA
69.933333	-79.136388	Dyke_unpublished_NA
69.946111	-79.138888	Dyke_unpublished_NA
69.978333	-79.148055	Dyke_unpublished_NA
69.981666	-79.152222	Dyke_unpublished_NA
70.023888	-83.112222	Dyke_unpublished_NA
69.916667	-76.9	Dyke_unpublished_NA
69.933333	-77.033333	Dyke_unpublished_NA
70.15	-77.583333	Dyke_unpublished_NA
70.15	-77.583333	Dyke_unpublished_NA
70.15	-77.583333	Dyke_unpublished_NA
70.15	-77.583333	Dyke_unpublished_NA
70.15	-77.583333	Dyke_unpublished_NA
70.2475	-77.843611	Dyke_unpublished_NA
70.249722	-77.800277	Dyke_unpublished_NA
70.2625	-77.826111	Dyke_unpublished_NA
70.263055	-77.789444	Dyke_unpublished_NA
70.263055	-77.789444	Dyke_unpublished_NA
70.265277	-77.901111	Dyke_unpublished_NA
70.269167	-77.736111	Dyke_unpublished_NA
70.276111	-77.911944	Dyke_unpublished_NA
70.276111	-77.911944	Dyke_unpublished_NA
70.276111	-77.911944	Dyke_unpublished_NA
70.280277	-77.747222	Dyke_unpublished_NA
70.287222	-77.861111	Dyke_unpublished_NA
70.568	-79.247	Dyke_unpublished_NA
69.167192	-78.8495	Dyke_unpublished_NA
69.108759	-78.933432	Dyke_unpublished_NA
69.053679	-79.237165	Dyke_unpublished_NA
69.098994	-79.057657	Dyke_unpublished_NA
69.236482	-78.682611	Dyke_unpublished_NA
69.236334	-78.679642	Dyke_unpublished_NA
69.068318	-79.15344	Dyke_unpublished_NA
69.103	-79.1229	Dyke_unpublished_NA
69.102	-79.1238	Dyke_unpublished_NA
69.1026	-79.1227	Dyke_unpublished_NA
69.103982	-79.122264	Dyke_unpublished_NA
69.103883	-79.122323	Dyke_unpublished_NA
69.103883	-79.122323	Dyke_unpublished_NA
69.104353	-79.123439	Dyke_unpublished_NA
69.102682	-79.122351	Dyke_unpublished_NA
69.104223	-79.123802	Dyke_unpublished_NA
69.103982	-79.122264	Dyke_unpublished_NA
69.103883	-79.122323	Dyke_unpublished_NA
69.101684	-79.125477	Dyke_unpublished_NA
69.100825	-79.12653	Dyke_unpublished_NA
69.10302	-79.1229	Dyke_unpublished_NA
69.102682	-79.122351	Dyke_unpublished_NA
69.103349	-79.123525	Dyke_unpublished_NA
69.103	-79.1229	Dyke_unpublished_NA
69.1026	-79.1227	Dyke_unpublished_NA
69.102	-79.1238	Dyke_unpublished_NA
69.238435	-78.685538	Dyke_unpublished_NA
69.117672	-79.014351	Dyke_unpublished_NA
68.2308	-72.506	Dyke_unpublished_NA
71.575	-123.48333	Dyke_unpublished_NA
71.881667	-124.975	Dyke_unpublished_NA
71.75	-124.26666	Dyke_unpublished_NA
71.95	-125.416667	Dyke_unpublished_NA
71.666667	-123.83333	Dyke_unpublished_NA
72.973611	-124.95111	Dyke_unpublished_NA
71.95	-125.23	Dyke_unpublished_NA
71.95	-125.23333	Dyke_unpublished_NA
71.95	-125.21666	Dyke_unpublished_NA
71.983333	-125.4	Dyke_unpublished_NA
71.95	-124.9	Dyke_unpublished_NA
71.983333	-125.11666	Dyke_unpublished_NA
71.981667	-125.12	Dyke_unpublished_NA
71.75	-124.26666	Dyke_unpublished_NA
71.583333	-123.56666	Dyke_unpublished_NA
71.575	-123.48333	Dyke_unpublished_NA
71.575	-123.48333	Dyke_unpublished_NA
71.575	-123.48333	Dyke_unpublished_NA
71.4	-121.43333	Dyke_unpublished_NA
72.016667	-120.33	Dyke_unpublished_NA
72.036944	-120.25111	Dyke_unpublished_NA
72.262667	-120.275972	Dyke_unpublished_NA
72.232528	-120.981806	Dyke_unpublished_NA
72.232528	-120.981806	Dyke_unpublished_NA
72.216611	-120.1835	Dyke_unpublished_NA
72.216278	-120.187944	Dyke_unpublished_NA
72.216278	-120.187944	Dyke_unpublished_NA
72.111722	-120.199861	Dyke_unpublished_NA
72.048889	-120.246333	Dyke_unpublished_NA
72.039528	-120.273278	Dyke_unpublished_NA
72.037083	-120.270667	Dyke_unpublished_NA
72.046944	-120.23361	Dyke_unpublished_NA
74.156667	-119.073333	Dyke_unpublished_NA
74.0037	-119.1676	Dyke_unpublished_NA
74.0037	-119.1676	Dyke_unpublished_NA
74.0037	-119.1676	Dyke_unpublished_NA
74.0037	-119.1676	Dyke_unpublished_NA
74.0037	-119.1676	Dyke_unpublished_NA
74.0037	-119.1676	Dyke_unpublished_NA
74.0037	-119.1676	Dyke_unpublished_NA
73.766667	-116.03333	Dyke_unpublished_NA
73.013056	-117.55	Dyke_unpublished_NA
73.033333	-117.55	Dyke_unpublished_NA
73.225	-116.62	Dyke_unpublished_NA
73.218333	-116.66666	Dyke_unpublished_NA
73.235	-116.905	Dyke_unpublished_NA
73.5865	-115.4804	Dyke_unpublished_NA
73.5847	-115.5204	Dyke_unpublished_NA
73.225	-116.6194	Dyke_unpublished_NA
73.5847	-115.5204	Dyke_unpublished_NA
73.064417	-117.267083	Dyke_unpublished_NA
72.941	-117.840889	Dyke_unpublished_NA
72.896889	-118.022028	Dyke_unpublished_NA
72.871389	-118.15675	Dyke_unpublished_NA
72.871389	-118.15675	Dyke_unpublished_NA
72.871389	-118.15675	Dyke_unpublished_NA
72.871389	-118.15675	Dyke_unpublished_NA
72.860194	-118.171861	Dyke_unpublished_NA
72.815833	-118.389444	Dyke_unpublished_NA
72.679917	-118.958583	Dyke_unpublished_NA
72.679917	-118.958583	Dyke_unpublished_NA
72.679917	-118.958583	Dyke_unpublished_NA
72.679917	-118.958583	Dyke_unpublished_NA
72.679917	-118.958583	Dyke_unpublished_NA
72.679917	-118.958583	Dyke_unpublished_NA
72.658917	-119.256778	Dyke_unpublished_NA
72.652139	-119.153111	Dyke_unpublished_NA
72.652056	-119.155167	Dyke_unpublished_NA
72.652056	-119.155167	Dyke_unpublished_NA
72.651889	-119.149111	Dyke_unpublished_NA
72.573639	-119.17	Dyke_unpublished_NA
72.567806	-119.161	Dyke_unpublished_NA
73.5847	-115.5204	Dyke_unpublished_NA
76.16790809	-99.46437606	Dyke_unpublished_NA
76.16192774	-99.47050938	Dyke_unpublished_NA
76.16118	-99.46923	Dyke_unpublished_NA
76.18589842	-99.10126194	Dyke_unpublished_NA
76.12089435	-99.71130948	Dyke_unpublished_NA
76.37256841	-98.09275874	Dyke_unpublished_NA
76.59955686	-99.74371856	Dyke_unpublished_NA
76.34425394	-100.76999545	Dyke_unpublished_NA
76.18741453	-99.11793278	Dyke_unpublished_NA
76.45075254	-100.05138685	Dyke_unpublished_NA
76.18741453	-99.11793278	Dyke_unpublished_NA
76.45075254	-100.05138685	Dyke_unpublished_NA
76.59408521	-99.77819791	Dyke_unpublished_NA
76.18741453	-99.11793278	Dyke_unpublished_NA
76.45075254	-100.05138685	Dyke_unpublished_NA
76.45075254	-100.05138685	Dyke_unpublished_NA
76.53409508	-98.26787017	Dyke_unpublished_NA
76.45075254	-100.05138685	Dyke_unpublished_NA
76.01828539	-99.95726928	Dyke_unpublished_NA
76.60909907	-98.80125732	Dyke_unpublished_NA
76.00530466	-100.22982684	Dyke_unpublished_NA
76.60498851	-98.85905055	Dyke_unpublished_NA
76.14074	-99.6984	Dyke_unpublished_NA
76.14074	-99.6984	Dyke_unpublished_NA
76.30572596	-100.0071985	Dyke_unpublished_NA
76.00092774	-99.84977448	Dyke_unpublished_NA
76.04406876	-100.81407651	Dyke_unpublished_NA
76.16192774	-99.47050938	Dyke_unpublished_NA
76.56827298	-98.95757795	Dyke_unpublished_NA
76.31261261	-97.89018393	Dyke_unpublished_NA
76.489923	-99.89012025	Dyke_unpublished_NA
76.40908627	-98.73455355	Dyke_unpublished_NA
76.1840851	-97.58441399	Dyke_unpublished_NA
76.62575625	-100.101373	Dyke_unpublished_NA
76.45075254	-100.05138685	Dyke_unpublished_NA
76.34308971	-98.99123548	Dyke_unpublished_NA
76.34308971	-98.99123548	Dyke_unpublished_NA
76.72577073	-100.04638315	Dyke_unpublished_NA
76.60900008	-98.83862438	Dyke_unpublished_NA
76.45659583	-99.074097	Dyke_unpublished_NA
75.5023618	-99.45823568	Dyke_unpublished_NA
75.95074132	-97.86779157	Dyke_unpublished_NA
75.64238225	-99.33457154	Dyke_unpublished_NA
75.71739891	-98.15113291	Dyke_unpublished_NA
75.75072939	-98.47615187	Dyke_unpublished_NA
75.77906824	-98.46783636	Dyke_unpublished_NA
75.8424032	-98.04276901	Dyke_unpublished_NA
75.95074132	-97.86779157	Dyke_unpublished_NA
75.74572909	-98.3927926	Dyke_unpublished_NA
75.75072829	-98.4594821	Dyke_unpublished_NA
75.66740024	-97.66772488	Dyke_unpublished_NA
75.66740024	-97.66772488	Dyke_unpublished_NA
75.66740024	-97.66772488	Dyke_unpublished_NA
75.75072942	-98.41780735	Dyke_unpublished_NA
75.96740397	-99.30125728	Dyke_unpublished_NA
75.75073311	-98.5344958	Dyke_unpublished_NA
75.83573691	-97.9161211	Dyke_unpublished_NA
75.98000573	-99.20534105	Dyke_unpublished_NA
75.69521501	-100.49910072	Dyke_unpublished_NA
75.74945128	-101.21325042	Dyke_unpublished_NA
75.95074132	-97.86779157	Dyke_unpublished_NA
75.68405606	-98.80117122	Dyke_unpublished_NA
75.68405606	-98.80117122	Dyke_unpublished_NA
75.716667	-98.416667	Dyke_unpublished_NA
75.68489932	-98.31929989	Dyke_unpublished_NA
75.98956913	-99.95923275	Dyke_unpublished_NA
75.391667	-97.291667	Dyke_unpublished_NA
75.391667	-97.291667	Dyke_unpublished_NA
75.5	-97.24	Dyke_unpublished_NA
75.516667	-97.272778	Dyke_unpublished_NA
75.516667	-97.272778	Dyke_unpublished_NA
75.5	-97.5	Dyke_unpublished_NA
75.5	-97.24	Dyke_unpublished_NA
75.5	-97.24	Dyke_unpublished_NA
75.5	-97.24	Dyke_unpublished_NA
75.5	-97.24	Dyke_unpublished_NA
75.5	-97.24	Dyke_unpublished_NA
75.5	-97.24	Dyke_unpublished_NA
75.5	-97.24	Dyke_unpublished_NA
75.5	-97.5	Dyke_unpublished_NA
75.00069505	-99.0511611	Dyke_unpublished_NA
75.00499385	-98.99574115	Dyke_unpublished_NA
75.0334847	-98.03105728	Dyke_unpublished_NA
75.10070254	-99.13449029	Dyke_unpublished_NA
75.12938495	-98.10360913	Dyke_unpublished_NA
75.16230299	-98.18210049	Dyke_unpublished_NA
75.18267751	-99.19343785	Dyke_unpublished_NA
75.20229731	-98.09750424	Dyke_unpublished_NA
75.34983685	-99.85190163	Dyke_unpublished_NA
75.44295256	-100.33976577	Dyke_unpublished_NA
75.47346552	-99.60221249	Dyke_unpublished_NA
75.7507229	-98.30115338	Dyke_unpublished_NA
75.55072845	-102.750928	Dyke_unpublished_NA
75.571933	-102.248667	Dyke_unpublished_NA
75.580667	-102.4205	Dyke_unpublished_NA
75.61887325	-101.89012631	Dyke_unpublished_NA
76.567679	-103.736826	Dyke_unpublished_NA
75.897867	-102.39375	Dyke_unpublished_NA
76.432674	-104.70729	Dyke_unpublished_NA
76.411874	-103.08688	Dyke_unpublished_NA
76.325	-103.533333	Dyke_unpublished_NA
76.325	-103.533333	Dyke_unpublished_NA
76.241735	-101.478984	Dyke_unpublished_NA
76.258	-102.313	Dyke_unpublished_NA
76.592866	-104.539	Dyke_unpublished_NA
76.445	-103.262	Dyke_unpublished_NA
75.879267	-103.521	Dyke_unpublished_NA
75.877333	-102.14445	Dyke_unpublished_NA
76.084087	-102.550972	Dyke_unpublished_NA
76.340729	-103.451691	Dyke_unpublished_NA
76.405736	-103.065012	Dyke_unpublished_NA
76.81368015	-101.22239021	Dyke_unpublished_NA
76.80727987	-101.29171804	Dyke_unpublished_NA
76.80910249	-101.30153605	Dyke_unpublished_NA
75.116667	-104.78333	Dyke_unpublished_NA
75.066667	-104.4	Dyke_unpublished_NA
71.1875	-93.75	Dyke_unpublished_NA
71.216667	-93.666667	Dyke_unpublished_NA
71.458333	-94.483333	Dyke_unpublished_NA
71.6131	-94.2534	Dyke_unpublished_NA
71.6302	-93.8897	Dyke_unpublished_NA
71.7212	-93.9302	Dyke_unpublished_NA
71.687	-93.7822	Dyke_unpublished_NA
71.7545	-93.7709	Dyke_unpublished_NA
71.7455	-93.8064	Dyke_unpublished_NA
71.7482	-93.7144	Dyke_unpublished_NA
71.7418	-94.0393	Dyke_unpublished_NA
71.7512	-93.7969	Dyke_unpublished_NA
71.7586	-93.7411	Dyke_unpublished_NA
71.7591	-93.741	Dyke_unpublished_NA
71.7242	-93.8874	Dyke_unpublished_NA
71.7252	-93.9042	Dyke_unpublished_NA
71.6801	-93.7811	Dyke_unpublished_NA
71.7286	-93.8632	Dyke_unpublished_NA
71.729	-93.862	Dyke_unpublished_NA
71.7288	-93.9127	Dyke_unpublished_NA
71.7109	-93.7245	Dyke_unpublished_NA
71.7444	-93.7009	Dyke_unpublished_NA
71.7419	-94.0173	Dyke_unpublished_NA
71.7293	-93.8816	Dyke_unpublished_NA
71.7299	-93.8965	Dyke_unpublished_NA
71.7299	-93.8938	Dyke_unpublished_NA
71.7111	-93.7166	Dyke_unpublished_NA
71.7636	-93.76	Dyke_unpublished_NA
71.7008	-93.7343	Dyke_unpublished_NA
71.6905	-94.3328	Dyke_unpublished_NA
71.7212	-93.7083	Dyke_unpublished_NA
71.757	-93.6895	Dyke_unpublished_NA
71.7522	-93.8162	Dyke_unpublished_NA
71.7224	-93.6974	Dyke_unpublished_NA
71.766	-93.7802	Dyke_unpublished_NA
71.761	-93.681	Dyke_unpublished_NA
71.7683	-93.7516	Dyke_unpublished_NA
71.6701	-94.3916	Dyke_unpublished_NA
71.6701	-94.391	Dyke_unpublished_NA
71.7476	-93.6874	Dyke_unpublished_NA
71.7447	-93.8764	Dyke_unpublished_NA
71.7447	-93.8766	Dyke_unpublished_NA
71.7518	-93.8388	Dyke_unpublished_NA
71.7269	-94.2944	Dyke_unpublished_NA
71.7469	-93.8596	Dyke_unpublished_NA
71.7258	-93.866	Dyke_unpublished_NA
71.7224	-93.6974	Dyke_unpublished_NA
70.8942	-92.8915	Dyke_unpublished_NA
70.9639	-92.8987	Dyke_unpublished_NA
70.9826	-92.8905	Dyke_unpublished_NA
70.9205	-92.9033	Dyke_unpublished_NA
70.9207	-92.9073	Dyke_unpublished_NA
70.92	-92.9076	Dyke_unpublished_NA
70.9207	-92.9073	Dyke_unpublished_NA
70.9052	-92.9673	Dyke_unpublished_NA
70.9227	-92.9122	Dyke_unpublished_NA
70.9199	-92.9173	Dyke_unpublished_NA
70.9369	-92.9132	Dyke_unpublished_NA
68.366667	-97.783333	Dyke_unpublished_NA
66.133333	-96.3	Dyke_unpublished_NA
67.816667	-88.416667	Dyke_unpublished_NA
68.0823	-88.4866	Dyke_unpublished_NA
67.5936	-88.1041	Dyke_unpublished_NA
67.9605	-88.8773	Dyke_unpublished_NA
67.25639	-87.64787	Dyke_unpublished_NA
67.21637	-87.49609	Dyke_unpublished_NA
67.9605	-88.8773	Dyke_unpublished_NA
67.9555	-89.8081	Dyke_unpublished_NA
67.9489	-89.0048	Dyke_unpublished_NA
68.269	-93.996	Dyke_unpublished_NA
69.15	-93.931667	Dyke_unpublished_NA
69.083333	-93.75	Dyke_unpublished_NA
69.3869	-93.3164	Dyke_unpublished_NA
69.3869	-93.3164	Dyke_unpublished_NA
69.0375	-93.2	Dyke_unpublished_NA
68.979167	-92.941667	Dyke_unpublished_NA
68.5	-92.866667	Dyke_unpublished_NA
68.7	-92.45	Dyke_unpublished_NA
68.483333	-92.15	Dyke_unpublished_NA
68.704	-91.346	Dyke_unpublished_NA
69.25	-91.266667	Dyke_unpublished_NA
68.5	-91.083333	Dyke_unpublished_NA
68.708	-91.068	Dyke_unpublished_NA
68.79	-91.039	Dyke_unpublished_NA
68.403	-90.816	Dyke_unpublished_NA
68.858333	-90.8	Dyke_unpublished_NA
68.679	-90.673	Dyke_unpublished_NA
68.499	-90.593	Dyke_unpublished_NA
68.2	-90.566667	Dyke_unpublished_NA
68.083333	-90.15	Dyke_unpublished_NA
68.083333	-90.15	Dyke_unpublished_NA
68.966667	-89.983333	Dyke_unpublished_NA
70.420833	-96.016667	Dyke_unpublished_NA
70.4375	-95.583333	Dyke_unpublished_NA
70.38371	-96.429828	Dyke_unpublished_NA
70.371912	-96.4875	Dyke_unpublished_NA
70.317759	-96.525845	Dyke_unpublished_NA
70.401682	-96.427216	Dyke_unpublished_NA
70.379815	-96.331912	Dyke_unpublished_NA
70.39299	-96.338688	Dyke_unpublished_NA
70.394403	-96.346895	Dyke_unpublished_NA
70.383918	-96.464977	Dyke_unpublished_NA
70.370337	-96.460816	Dyke_unpublished_NA
70.371762	-96.487625	Dyke_unpublished_NA
70.390533	-96.439602	Dyke_unpublished_NA
70.39502	-96.422498	Dyke_unpublished_NA
70.368505	-96.467129	Dyke_unpublished_NA
70.393948	-96.443102	Dyke_unpublished_NA
70.400735	-96.420546	Dyke_unpublished_NA
70.399881	-96.439418	Dyke_unpublished_NA
70.361462	-96.489718	Dyke_unpublished_NA
70.406838	-96.404907	Dyke_unpublished_NA
70.401527	-96.4182	Dyke_unpublished_NA
70.366667	-96.316667	Dyke_unpublished_NA
70.366667	-96.316667	Dyke_unpublished_NA
69.20740719	-89.11426761	Dyke_unpublished_NA
69.19504202	-89.31207007	Dyke_unpublished_NA
69.24328005	-89.23948752	Dyke_unpublished_NA
69.21653463	-89.29856217	Dyke_unpublished_NA
69.22441257	-89.12721854	Dyke_unpublished_NA
69.24401758	-89.13232571	Dyke_unpublished_NA
69.24510559	-89.25915674	Dyke_unpublished_NA
69.22512486	-89.31380262	Dyke_unpublished_NA
69.23440587	-89.29142441	Dyke_unpublished_NA
69.24877911	-89.12965568	Dyke_unpublished_NA
69.24260183	-89.28576216	Dyke_unpublished_NA
69.20001995	-89.002547	Dyke_unpublished_NA
69.20250655	-89.16714302	Dyke_unpublished_NA
69.24869796	-89.27668685	Dyke_unpublished_NA
69.2462119	-89.28758429	Dyke_unpublished_NA
69.2701445	-89.16635098	Dyke_unpublished_NA
69.21410085	-89.37877441	Dyke_unpublished_NA
69.21539774	-89.37843616	Dyke_unpublished_NA
69.26881262	-89.11229842	Dyke_unpublished_NA
69.27049698	-89.17401008	Dyke_unpublished_NA
69.27128677	-89.15752378	Dyke_unpublished_NA
69.25258555	-89.29212815	Dyke_unpublished_NA
70.333333	-92.233333	Dyke_unpublished_NA
70.133333	-92.45	Dyke_unpublished_NA
70	-92.25	Dyke_unpublished_NA
70	-92.25	Dyke_unpublished_NA
70.133333	-92.45	Dyke_unpublished_NA
70.958333	-95.4	Dyke_unpublished_NA
71.141773	-96.502606	Dyke_unpublished_NA
71.134395	-96.45979	Dyke_unpublished_NA
71.075	-96.416667	Dyke_unpublished_NA
70.857496	-96.578222	Dyke_unpublished_NA
70.865376	-96.540391	Dyke_unpublished_NA
70.835096	-96.473503	Dyke_unpublished_NA
70.820647	-96.384448	Dyke_unpublished_NA
70.95214	-96.482216	Dyke_unpublished_NA
70.984751	-96.967353	Dyke_unpublished_NA
70.930108	-96.503129	Dyke_unpublished_NA
71.055444	-96.391635	Dyke_unpublished_NA
71.025223	-96.404489	Dyke_unpublished_NA
71.007628	-96.433723	Dyke_unpublished_NA
70.927353	-96.499826	Dyke_unpublished_NA
70.955528	-96.481922	Dyke_unpublished_NA
71.051967	-96.395824	Dyke_unpublished_NA
70.852	-96.6	Dyke_unpublished_NA
70.979083	-96.476801	Dyke_unpublished_NA
71.003471	-96.443272	Dyke_unpublished_NA
70.987367	-96.473596	Dyke_unpublished_NA
71.056535	-96.378564	Dyke_unpublished_NA
71.066667	-95.616667	Dyke_unpublished_NA
71.05172	-96.35786	Dyke_unpublished_NA
71.041461	-96.339447	Dyke_unpublished_NA
71.038114	-96.335015	Dyke_unpublished_NA
71.032282	-96.307002	Dyke_unpublished_NA
70.820507	-96.379062	Dyke_unpublished_NA
70.945363	-96.491262	Dyke_unpublished_NA
71.284722	-95.591667	Dyke_unpublished_NA
74.7	-94.983333	Dyke_unpublished_NA
74.733333	-94.7	Dyke_unpublished_NA
74.716667	-95.016667	Dyke_unpublished_NA
74.733333	-94.95	Dyke_unpublished_NA
74.766667	-95.1	Dyke_unpublished_NA
74.7125	-94.866667	Dyke_unpublished_NA
74.741667	-95.016667	Dyke_unpublished_NA
74.733333	-95	Dyke_unpublished_NA
74.745833	-95	Dyke_unpublished_NA
74.741667	-94.983333	Dyke_unpublished_NA
74.754167	-94.966667	Dyke_unpublished_NA
74.695833	-94.766667	Dyke_unpublished_NA
74.716667	-94.716667	Dyke_unpublished_NA
74.716667	-94.716667	Dyke_unpublished_NA
74.716667	-94.716667	Dyke_unpublished_NA
74.7	-94.816667	Dyke_unpublished_NA
74.745833	-95.05	Dyke_unpublished_NA
74.825	-95.266667	Dyke_unpublished_NA
74.825	-95.266667	Dyke_unpublished_NA
74.725	-94.716667	Dyke_unpublished_NA
74.725	-94.716667	Dyke_unpublished_NA
74.725	-94.716667	Dyke_unpublished_NA
74.725	-94.716667	Dyke_unpublished_NA
74.691667	-94.733333	Dyke_unpublished_NA
74.725	-94.716667	Dyke_unpublished_NA
74.725	-94.716667	Dyke_unpublished_NA
74.683333	-94.999722	Dyke_unpublished_NA
74.778363	-95.178183	Dyke_unpublished_NA
74.76164	-95.156408	Dyke_unpublished_NA
74.693056	-94.798333	Dyke_unpublished_NA
74.683333	-94.895	Dyke_unpublished_NA
74.690556	-94.835	Dyke_unpublished_NA
74.691111	-94.808333	Dyke_unpublished_NA
74.699722	-94.811667	Dyke_unpublished_NA
74.645833	-95.666667	Dyke_unpublished_NA
74.55	-95.5	Dyke_unpublished_NA
74.643333	-95.566667	Dyke_unpublished_NA
74.58353	-95.79193	Dyke_unpublished_NA
74.60923	-95.80112	Dyke_unpublished_NA
74.56481	-95.77842	Dyke_unpublished_NA
74.58133	-95.74783	Dyke_unpublished_NA
74.563333	-95.78	Dyke_unpublished_NA
74.606667	-95.803333	Dyke_unpublished_NA
74.595	-95.775	Dyke_unpublished_NA
75.383333	-94.7	Dyke_unpublished_NA
75.38	-94.78	Dyke_unpublished_NA
75.08	-96.15	Dyke_unpublished_NA
75.033333	-96.033333	Dyke_unpublished_NA
75.383333	-96.833333	Dyke_unpublished_NA
75.383333	-96.833333	Dyke_unpublished_NA
75.383333	-96.833333	Dyke_unpublished_NA
75.383333	-96.833333	Dyke_unpublished_NA
75.383333	-96.833333	Dyke_unpublished_NA
75.383333	-96.833333	Dyke_unpublished_NA
75.383333	-96.833333	Dyke_unpublished_NA
75.316667	-97.166667	Dyke_unpublished_NA
75.58	-95.833	Dyke_unpublished_NA
75.58	-95.833	Dyke_unpublished_NA
75.58	-95.833	Dyke_unpublished_NA
75.58	-95.833	Dyke_unpublished_NA
75.58	-95.833	Dyke_unpublished_NA
75.58	-95.833	Dyke_unpublished_NA
75.58	-95.833	Dyke_unpublished_NA
75.58	-95.833	Dyke_unpublished_NA
75.58	-95.833	Dyke_unpublished_NA
75.383333	-96.833333	Dyke_unpublished_NA
76.583333	-95.525	Dyke_unpublished_NA
76.586667	-95.55	Dyke_unpublished_NA
76.583333	-95.55	Dyke_unpublished_NA
76.857778	-94.232222	Dyke_unpublished_NA
76.959722	-94.874444	Dyke_unpublished_NA
76.964722	-94.581111	Dyke_unpublished_NA
76.855556	-94.108333	Dyke_unpublished_NA
76.868611	-94.153333	Dyke_unpublished_NA
76.919722	-93.897778	Dyke_unpublished_NA
76.9725	-94.6875	Dyke_unpublished_NA
76.899444	-94.325278	Dyke_unpublished_NA
76.899444	-94.325278	Dyke_unpublished_NA
76.900556	-94.359722	Dyke_unpublished_NA
76.87	-94.141389	Dyke_unpublished_NA
76.873333	-94.145	Dyke_unpublished_NA
76.877222	-94.150278	Dyke_unpublished_NA
76.899444	-94.325278	Dyke_unpublished_NA
76.899444	-94.325278	Dyke_unpublished_NA
76.9575	-94.5525	Dyke_unpublished_NA
76.958333	-95.366667	Dyke_unpublished_NA
76.963333	-96.716667	Dyke_unpublished_NA
77.0125	-95.383333	Dyke_unpublished_NA
76.960278	-95.254444	Dyke_unpublished_NA
77.0225	-95.340556	Dyke_unpublished_NA
77.050833	-95.401667	Dyke_unpublished_NA
77.056667	-95.547778	Dyke_unpublished_NA
77.055833	-95.509722	Dyke_unpublished_NA
76.241667	-95.316667	Dyke_unpublished_NA
76.283333	-94.8	Dyke_unpublished_NA
76.283333	-94.8	Dyke_unpublished_NA
76.283333	-94.8	Dyke_unpublished_NA
76.283333	-94.816667	Dyke_unpublished_NA
76.375833	-94.922778	Dyke_unpublished_NA
76.393333	-95.299167	Dyke_unpublished_NA
76.309167	-94.66	Dyke_unpublished_NA
76.25	-94.961389	Dyke_unpublished_NA
76.246944	-94.990556	Dyke_unpublished_NA
76.25	-95.266667	Dyke_unpublished_NA
76.383333	-95.516667	Dyke_unpublished_NA
76.383333	-95.616667	Dyke_unpublished_NA
76.383333	-95.616667	Dyke_unpublished_NA
76.383333	-95.616667	Dyke_unpublished_NA
76.316667	-94.633333	Dyke_unpublished_NA
76.316667	-94.633333	Dyke_unpublished_NA
76.316667	-94.633333	Dyke_unpublished_NA
