0	0		1.61
1.33	-0.5		1.62
2.66	-1.09		1.6
3.99	-4.86		1.48
5.31	-8.72		1.48
6.64	-13.76		1.74
7.97	-19.68		1.57
9.3	-28.62		1.83
10.3	-51.47		1.95
11.3	-67.71		1.81
12.3	-81.68		1.72
13.3	-84.98		1.91
14.3	-94.97		2.01
15.48	-109.91		1.68
16.65	-115.46		1.88
17.83	-113.38		1.78
19.01	-110.93		1.84
20.18	-107.77		1.88
21.36	-103.15		1.81
22.54	-99.53		2.05
23.72	-94.99		1.86
24.89	-91.79		2.1
26.07	-89.69		1.96
27.25	-88.55		1.78
28.42	-87.04		1.73
29.6	-83.2		1.74
30.59	-82.28		1.64
31.58	-83.15		1.79
32.57	-83.23		1.9
33.56	-78.99		1.72
34.55	-75.66		1.63
35.55	-76.45		1.81
36.54	-75.64		1.95
37.53	-75.27		1.77
38.52	-72.17		1.89
39.51	-70.19		1.83
40.5	-69.7		1.86
41.49	-70.21		1.65
42.48	-70.67		1.79
43.47	-70.92		1.8
44.46	-76.2		1.82
45.45	-73.37		1.71
46.45	-69.15		1.73
47.44	-69.52		1.76
48.43	-58.99		1.8
49.42	-66.19		1.89
50.41	-70.12		1.85
51.4	-67.31		1.91
52.39	-67.81		1.71
53.38	-71.26		1.84
54.37	-70.59		1.97
55.36	-66.67		1.73
56.35	-65.39		1.71
57.35	-64.58		1.81
58.34	-62.6		1.74
59.33	-67.69		1.7
60.32	-70.12		1.89
61.31	-70.02		1.7
62.3	-72.26		1.91
63.13	-79.4		1.6
63.95	-84.18		1.89
64.78	-83.85		1.66
65.61	-80.65		1.86
66.44	-83.03		1.74
67.26	-84.37		1.86
68.09	-80.18		1.78
68.92	-74.46		1.69
69.75	-75.86		1.79
70.57	-70.47		1.76
71.4	-62.29		1.79
72.25	-56.31		1.86
73.1	-55.83		1.89
73.95	-54.55		1.78
74.8	-54.93		1.87
75.65	-52.11		1.71
76.51	-47.37		1.81
77.36	-42.2		1.61
78.21	-40.69		1.92
79.06	-39.46		1.79
79.91	-35.92		1.78
80.76	-35.65		1.81
81.61	-35.65		1.83
82.46	-32.88		1.68
83.31	-32.26		1.68
84.16	-32.13		1.63
85.02	-35.73		1.8
85.87	-37.9		1.75
86.72	-46.59		1.92
87.57	-52.72		1.78
88.42	-48.76		1.85
89.27	-48		1.65
90.12	-48.47		1.8
90.97	-49.82		1.76
91.82	-51.45		1.74
92.67	-51.89		1.72
93.52	-49.42		1.65
94.38	-46.53		1.7
95.23	-42.85		1.9
96.08	-37		1.64
96.93	-35.29		1.93
97.78	-34.52		1.68
98.63	-34.92		1.67
