0.00	-10.86		20
1309.80	-8.46		20
2839.50	5.14		20
3573.20	-4.46		20
4306.90	8.34		20
5445.70	-2.06		20
6127.20	-1.26		20
6769.60	6.74		20
7713.60	-14.86		20
8899.90	-14.86		20
9477.00	-11.66		20
10025.00	-12.46		20
10545.00	-6.86		20
10979.00	-8.46		20
11496.00	-6.86		20
11879.00	-38.06		20
12261.00	-25.26		20
12595.00	-39.66		20
12916.00	-3.66		20
13238.00	-48.46		20
13540.00	-18.03		20
13842.00	-15.63		20
14132.00	-17.23		20
14434.00	-56.43		20
14726.00	-34.03		20
15018.00	-46.03		20
15305.00	-38.83		20
15592.00	-61.23		20
15879.00	-84.43		20
16163.00	-77.23		20
16542.00	-93.23		20
16825.00	-98.83		20
17108.00	-99.63		20
17390.00	-92.43		20
17671.00	-89.23		20
17952.00	-123.63		20
18231.00	-122.03		20
18497.00	-112.43		20
18764.00	-105.23		20
19026.00	-118.03		20
19259.00	-116.43		20
19525.00	-106.03		20
19769.00	-104.43		20
20003.00	-95.63		20
20237.00	-115.63		20
20466.00	-117.23		20
20836.00	-102.83		20
21125.00	-102.03		20
21337.00	-111.63		20
21550.00	-114.03		20
21756.00	-97.23		20
21961.00	-110.03		20
22166.00	-105.23		20
22367.00	-106.03		20
22568.00	-97.23		20
22768.00	-97.23		20
22967.00	-102.83		20
23166.00	-102.83		20
23365.00	-104.43		20
23565.00	-100.43		20
23765.00	-100.43		20
23966.00	-115.63		20
24170.00	-102.83		20
24374.00	-103.63		20
24582.00	-101.23		20
24794.00	-95.63		20
24998.00	-102.83		20
25223.00	-110.03		20
25445.00	-98.83		20
25667.00	-88.43		20
25899.00	-99.63		20
26135.00	-110.83		20
26371.00	-99.63		20
26622.00	-92.43		20
26875.00	-86.83		20
27129.00	-90.83		20
27402.00	-90.83		20
27676.00	-95.63		20
27954.00	-86.83		20
28251.00	-93.23		20
28548.00	-84.43		20
28850.00	-75.63		20
29167.00	-70.03		20
29484.00	-68.43		20
29808.00	-81.23		20
30140.00	-77.23		20
30473.00	-79.63		20
30814.00	-76.43		20
31160.00	-54.03		20
31506.00	-70.83		20
31860.00	-67.63		20
32217.00	-73.23		20
32574.00	-70.83		20
32940.00	-78.03		20
33294.00	-76.43		20
33673.00	-75.63		20
34047.00	-68.43		20
34446.00	-74.03		20
34797.00	-77.23		20
35178.00	-85.23		20
35559.00	-70.03		20
35942.00	-84.43		20
36329.00	-67.63		20
37106.00	-70.03		20
37498.00	-66.03		20
37890.00	-65.23		20
38285.00	-58.83		20
38682.00	-73.23		20
39079.00	-65.23		20
39478.00	-78.03		20
39879.00	-76.43		20
40279.00	-82.83		20
41087.00	-63.63		20
41491.00	-68.43		20
41899.00	-68.43		20
42306.00	-72.43		20
42713.00	-75.63		20
