0	-0.02		1.54
660	0.27		1.57
1310	1.38		1.52
1970	-0.38		1.39
2630	-3.04		1.51
3290	-2.56		1.62
3940	-1.85		1.67
4600	-4.08		1.46
5260	-6.02		1.59
5910	-7.76		1.56
6570	-8.49		1.56
7230	-8.93		1.82
7890	-14.15		1.66
8540	-18.57		1.65
9200	-30.16		1.72
10150	-40.89		1.75
11100	-51.65		1.59
12050	-65.14		1.94
13000	-81.73		1.81
13950	-95.33		1.9
14900	-105.15		1.96
16770	-108.38		1.88
18640	-107.91		1.82
20520	-105.48		1.93
22390	-101.57		1.78
24260	-99.49		1.9
26130	-96.73		1.9
28010	-95.52		1.72
29880	-89.66		1.9
31750	-89.04		1.71
32140	-90.52		1.8
32520.000000000004	-89.12		2.02
32910	-84.1		1.82
33300	-82.11		2.1
33680	-80.92		1.83
34070	-79.92		2
34450	-78.88		1.74
34840	-76.57		1.89
35230	-71.94		1.73
35610	-70.37		1.73
36000	-68.79		1.83
37100	-74.95		1.92
38200	-76.62		1.85
39300	-74.3		1.71
40400	-73.74		1.94
41500	-71.34		1.88
42600	-71.15		1.77
43700	-63.4		1.74
44800	-64.22		1.72
46750	-65.48		2.04
47050	-70.01		1.82
48170	-70.08		1.73
49290	-63.04		1.81
50410	-61.61		1.8
51540	-61.79		1.67
52660	-68.04		1.9
53780	-65.01		1.86
54910	-61.59		1.91
60400	-64.35		1.85
61210	-68.82		1.82
62020	-71.43		1.87
62830	-71.44		1.96
63640	-77.93		1.98
64459.99999999999	-76.04		1.89
65269.99999999999	-78.37		1.71
66080	-72.83		1.74
66890	-67.14		1.73
67700	-73.17		2.03
68510	-74.61		1.97
69320	-69.68		1.75
70130	-68.92		1.86
70940	-67.26		1.94
71750	-59.36		1.7
72770	-54.55		1.73
73790	-54.11		1.58
74820	-49.96		1.65
75840	-41.52		1.72
76860	-40.98		1.71
77880	-45.03		1.66
78900	-45.06		1.66
79920	-44.03		1.72
80950	-39.74		1.63
81970	-33.19		1.79
82990	-30.83		1.71
84010	-30.71		1.68
85030	-31.06		1.52
86060	-35.3		1.72
87080	-41.99		1.66
88100	-49.07		1.77
89630	-49.24		1.71
91170	-47.13		1.86
92700	-45.62		1.63
94230	-43.33		1.7
95770	-41.09		1.71
97300	-36.78		1.76
98350	-32.94		1.64
99200	-28.92		1.61
100050	-27.56		1.71
100900	-30.16		1.74
101750	-33.6		1.8
102600	-30.44		1.76
103450	-30.62		1.65
104300	-34.84		1.61
105150	-33.8		1.65
106000	-34.19		1.71
106850	-36		1.56
107500	-34.22		1.71
108490	-40.1		1.81
109470	-43.5		1.59
110460	-47.4		1.72
111450	-48.26		1.76
112430	-44.23		1.84
113420	-42.73		1.9
114410	-42.54		1.9
115390	-37.08		1.79
116380	-30.45		1.77
117370	-24.07		1.75
118350	-17.76		1.66
119340	-14.64		1.72
120330	-9.87		1.62
121310	-3.84		1.53
122300	-1.87		1.49
123290	-0.85		1.48
124270	2.69		1.58
125260	3.77		1.44
126250	0.34		1.56
127230	3.72		1.42
128220	0.33		1.56
129210.00000000001	-10.97		1.62
130190	-25.97		1.7
131180	-30.74		1.77
132170	-26.26		1.65
133150	-37.38		1.88
134140	-56.93		1.95
135130	-72.85		1.99
136090	-89.52		1.79
137050	-97.15		1.87
138010	-95.7		1.9
138970	-96.18		1.76
139930	-100.41		1.91
140890	-101.75		1.73
141850	-104.39		1.88
142810	-95.11		1.95
143770	-91.89		1.76
144730	-93.65		1.73
145700	-94.86		1.84
146660	-91.45		1.92
147620	-92.99		1.74
148580	-94.44		2.08
149540	-89.14		1.6
150500	-90.66		1.86
151460	-89.67		1.77
152420	-85.21		1.84
153380	-83.03		1.75
154340	-82.1		1.83
155300	-83.07		1.84
156270	-76.98		1.76
157230	-91.04		1.83
158190	-89.79		1.61
159150	-86.96		1.89
160110	-85.12		1.86
161070	-86.09		1.88
162030	-83.88		1.99
162990	-84.35		1.92
163950	-86.67		1.93
164910	-85.86		1.77
165880	-84.39		1.82
166790	-73.41		1.96
167710	-68.12		2.02
168630	-71.24		1.8
169550	-73.16		1.81
170460	-73.43		1.83
171380	-74.64		1.79
172300	-71.39		1.77
173220	-66.09		1.92
174140	-60.64		1.83
175050	-61.22		1.76
175970	-65.38		1.66
176890	-69.39		1.89
177810	-70		1.87
178720	-70.85		1.69
179640	-67.63		1.75
180560	-69.59		1.73
181480	-70.34		1.81
182400	-66.67		1.79
183310	-67.17		1.82
184230	-74.5		1.92
185150	-73.58		1.67
186070	-68.84		1.76
186990	-69.04		1.76
187900	-67.08		1.88
188820	-60.89		1.9
189740	-51.74		1.89
190660	-36.63		1.73
191570	-32.89		1.63
192490	-33.98		1.82
193410	-34.28		1.82
194330	-32.94		1.8
195250	-28.92		1.79
196160	-28.37		1.64
197080	-23.46		1.75
198000	-16.67		1.68
199090	-15.3		1.63
200170	-17.38		1.55
201260	-19.65		1.5
202340	-23.92		1.64
203430	-29.02		1.69
204510	-29.21		1.83
205600	-28.32		1.79
206690	-26.81		1.54
207770	-22.68		1.71
208860	-19.59		1.65
209940	-17.74		1.48
211030	-18.92		1.59
212110	-19.96		1.6
213200	-19.52		1.66
214290	-16.63		1.44
215370	-15.19		1.6
216460	-14.22		1.8
217540	-16.87		1.6
218630	-28.63		1.76
219710	-38.25		1.65
220800	-44.97		1.76
221810	-57.75		1.87
222820	-65.43		1.68
223830	-67.3		1.66
224840	-64.01		1.66
225850	-59.37		1.73
226860	-57.75		1.99
227870	-53.22		1.91
228880	-50.77		1.69
229890	-47.36		1.51
230910	-57.65		1.8
231920	-54.38		1.73
232930	-49.2		1.61
233940	-38.4		1.88
234950	-31.1		1.59
235960	-24.67		1.63
236970	-20.22		1.5
237980	-13.04		1.51
238990	-12.71		1.75
240000	-10.49		1.55
240820	-10.88		1.58
241630	-16.06		1.53
242450	-23.02		1.72
243270	-29.7		1.69
244090	-43.79		1.69
244900	-52.21		1.65
245720	-63.37		1.76
246540	-61.03		1.79
247360	-64.18		1.9
248170	-64.97		1.74
248990	-72.79		1.74
249810	-78.43		1.58
250630	-81.04		1.77
251750	-75.79		1.84
252870	-76.49		1.84
253990	-66.91		1.87
255110	-68.5		1.66
256240	-75.13		1.74
257360	-74.21		1.94
258480.00000000003	-74.12		1.83
259600.00000000003	-71.75		1.69
260720.00000000003	-73.63		1.88
261850.00000000003	-71.1		1.8
262970	-70.23		1.9
264090	-68.68		1.58
265210	-69.33		1.68
266330	-72.56		1.86
267460	-72.11		1.81
268580	-65.56		1.72
269700	-71.86		1.81
270820	-73.98		1.69
271940	-73.22		1.68
273070	-70.11		1.74
274190	-69.03		1.68
275310	-66.56		1.76
276430	-65.12		1.74
277560	-62.25		2.06
278680	-65.93		1.85
279800	-62.71		1.75
280920	-57.21		1.67
282040	-51.94		1.78
283170	-51.98		1.56
284290	-43.63		1.72
285410	-36.15		1.76
286530	-33.38		1.61
287650	-32.12		1.75
288780	-31.37		1.67
289900	-33.9		1.67
291020	-39.49		1.71
292140	-43.98		1.73
293260	-46.77		1.83
294390	-48.3		1.81
295510	-53.46		1.83
296630	-56.17		1.68
297750	-59.14		1.83
298880	-60.63		1.9
299810	-57.95		1.82
300750	-58.3		1.71
301680	-55		1.65
302620	-53.44		1.78
303550	-48.08		1.83
304490	-44.08		1.66
305420	-44.38		1.74
306360	-43.19		1.83
307300	-43.67		1.79
308230	-45.21		1.64
309170	-44.59		1.94
310100	-42.34		1.75
311040	-36.73		1.69
311970	-32.55		1.79
312910	-31		1.83
313840	-27.03		1.72
314780	-26.52		1.67
315720	-26.24		1.65
316650	-25.49		1.81
317590	-23.84		1.71
318520	-22.26		1.92
319460	-28.17		1.68
320390	-30.59		1.87
321330	-22.95		1.81
322270	-19.74		1.68
323200	-18.39		1.66
324140	-15.06		1.61
325070	-12.78		1.65
326010	-6.79		1.64
326940	-1.83		1.49
327880	-1.73		1.5
328810	-0.05		1.47
329750	0.47		1.46
330530	0.84		1.46
331310	-0.37		1.53
332090	-3.14		1.47
332880	-4.44		1.46
333660	-7.47		1.69
334440	-10.24		1.82
335220	-18.62		1.54
336000	-33.15		1.89
336780	-48.08		1.85
337560	-54.05		1.61
338340	-56.14		1.68
339130	-69.25		1.86
339910	-82.29		1.95
340690	-96.25		1.8
341470	-96.58		1.83
342250	-94.94		1.81
343030	-92.02		1.8
343810	-93.22		1.77
344590	-86.65		2.03
345380	-77.81		1.85
346360	-73.71		1.92
347350	-79.56		1.81
348340	-84.08		1.91
349330	-82.9		1.71
350320	-75.64		1.86
351310	-71.48		1.77
352300	-69.13		1.61
353290	-72.85		1.65
354280	-74.84		1.75
355270	-73.6		1.75
356260	-77.27		1.76
357250	-76.73		1.87
358240	-74.06		1.73
359240	-75.32		1.82
360230	-73.52		1.68
361230	-73.5		1.85
362220	-73.11		1.83
363220	-66.01		1.75
364210	-68.85		1.8
365210	-61.89		1.84
366200	-64.54		2
367200	-66.2		1.75
368190	-65.37		1.72
369190	-63.9		1.62
370180	-60.3		1.96
371180	-64.28		1.85
372170	-62.25		1.91
373170	-61.2		1.79
374160	-57.1		1.74
375160	-54.33		1.84
376150	-53.6		1.72
377150	-53.51		1.88
378140	-52.74		1.61
379140	-52.03		1.69
380130	-52.27		1.71
381130	-48.73		1.87
382120	-45.86		1.75
383120	-47.59		1.65
384110	-47.68		1.89
385110	-48.28		1.76
386100	-42.61		1.61
387100	-40.15		1.8
388090	-37.02		1.71
389090	-35.1		1.8
390080	-38.43		1.67
391080	-40.37		1.87
392070	-39.4		1.76
393070	-34.93		1.79
394060	-35.1		1.72
395060	-30.03		1.7
396050	-25.19		1.61
397050	-17.16		1.7
398040	-14.08		1.73
399040	-13.03		1.86
400030	-7.93		1.58
401030	-2.22		1.49
402020	1.65		1.47
403020	2.94		1.49
404010	2.92		1.5
405010	2.45		1.69
406000	4.05		1.48
407000	2.27		1.51
408000	1.16		1.6
409000	2.65		1.62
410000	1.16		1.62
411000	2.68		1.55
412000	-2.32		1.58
413000	-3.96		1.5
414000	-7.03		1.66
415000	-8.63		1.65
416000	-8.94		1.72
417000	-12.84		1.65
418000	-16.43		1.62
419000	-23.51		1.62
420000	-28.62		1.6
421000	-29.05		1.79
422000	-30.69		1.71
423000	-35.39		1.71
424000	-39.78		1.73
425000	-40.43		1.93
426000	-50.41		1.76
427000	-65.65		1.65
428000	-66.9		1.78
429000	-76.82		1.67
430000	-95.84		1.91
431390	-105.44		1.81
432770	-110.63		1.86
434160	-113.42		2
435550	-114.83		1.89
436940	-115.36		1.66
438320	-113.07		1.78
439710	-112.89		2.03
441100	-107.17		1.76
442490	-97.73		1.72
443880	-97.55		1.92
444690	-95.5		1.74
445510	-100.62		1.88
446330	-105.59		1.84
447140	-103.53		1.78
447960	-99.3		1.77
448780	-100.11		2.01
449590	-97.32		1.79
450410	-83.98		1.78
451230	-85.6		1.97
452040	-90.03		1.84
452860	-89.41		1.79
453680	-83.99		1.68
454490	-84.66		1.84
455310	-81.75		1.92
456130	-79.03		1.88
456940	-72.9		1.83
457760	-76.75		1.97
458580	-81.21		1.81
459400	-79.02		1.79
460210	-80.15		1.79
461030	-79.06		1.97
461850	-79.32		1.81
462660	-80.66		1.78
463480	-80.19		1.95
464300	-73.82		1.83
465110	-74.73		1.77
465930	-72.98		1.81
466750	-69.9		1.76
467560	-67.21		1.71
468380	-70.04		1.78
469200	-65.39		1.76
470010	-59.2		1.69
470830	-60.12		1.97
471650	-63.16		1.76
472470	-65.08		1.88
473280	-64.19		1.75
474100	-60.7		1.97
474920	-58.53		1.78
475730	-55.68		1.84
476550	-50.67		1.7
477370	-49		1.84
478180	-50.21		1.72
479000	-44.48		1.73
479960	-39.83		1.84
480920	-32.35		1.74
481880	-29.5		1.61
482840	-27.97		1.72
483800	-25.83		1.72
484760	-22.99		1.95
485720	-19.52		1.44
486680	-16.17		1.52
487640	-13.67		1.55
488600	-18.32		1.67
489560	-24.07		1.69
490520	-29.4		1.61
491480	-31.08		1.69
492440	-30.77		1.62
493400	-25.77		1.71
494360	-28.92		1.94
495320	-27.88		1.6
496280	-30.43		1.63
497240	-29.08		1.68
498200	-27.34		1.61
499160	-29.5		1.51
500120	-34.01		1.62
501080	-34.27		1.56
502040	-39.27		1.81
503000	-39.12		1.71
503960	-47.58		1.65
504920	-46.65		1.75
505880	-48.41		1.92
506840	-46.97		1.89
507800	-52.71		1.71
508760	-55.28		1.78
509720	-49.27		1.72
510680	-47.11		2.01
511640	-42.37		1.79
512600	-39.91		1.82
513559.99999999994	-44.09		1.9
514520	-40.19		1.88
515480	-38.35		1.63
516440.00000000006	-35.99		2.01
517400	-34.72		1.79
518360	-36.04		1.71
519320.00000000006	-32.79		1.69
520280	-35.26		1.75
521240	-38.99		1.72
522200.00000000006	-39.21		1.74
523159.99999999994	-37.18		1.58
524120	-39.75		1.72
525080	-39.5		1.74
526040	-37.7		1.62
527000	-41.2		1.66
