Region	Dating_Method	LAB_ID	Latitude	Longitude	age	error	Material	Curve	Reservoir_age	Reservoir_error	type	RSL	RSL_2sigma_upper	RSL_2sigma_lower	Reference	comment
Red_Sea_proxy_30ka	age_model	Grant2014-072	13.733	42.533	4401.24	500	18O_proxy	-	-	-	0	-13.803	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-073	13.733	42.533	4401.88	500	18O_proxy	-	-	-	0	-4.263	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-074	13.733	42.533	4477.69	500	18O_proxy	-	-	-	0	-9.353	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-075	13.733	42.533	4503.18	500	18O_proxy	-	-	-	0	-3.723	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-076	13.733	42.533	4543.43	500	18O_proxy	-	-	-	0	-3.533	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-077	13.733	42.533	4656.08	500	18O_proxy	-	-	-	0	-11.043000000000001	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-078	13.733	42.533	4684.98	500	18O_proxy	-	-	-	0	-4.703	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-079	13.733	42.533	4758.02	500	18O_proxy	-	-	-	0	-7.323	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-080	13.733	42.533	4826.53	500	18O_proxy	-	-	-	0	-12.003	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-081	13.733	42.533	4910.92	500	18O_proxy	-	-	-	0	-9.743	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-082	13.733	42.533	4968.07	500	18O_proxy	-	-	-	0	-21.442999999999998	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-083	13.733	42.533	5012.86	500	18O_proxy	-	-	-	0	-13.833	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-084	13.733	42.533	5165.77	500	18O_proxy	-	-	-	0	-13.763	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-085	13.733	42.533	5251.17	500	18O_proxy	-	-	-	0	-10.523	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-086	13.733	42.533	5267.7	500	18O_proxy	-	-	-	0	-3.723	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-087	13.733	42.533	5392.72	500	18O_proxy	-	-	-	0	-7.133	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-088	13.733	42.533	5420.62	500	18O_proxy	-	-	-	0	-12.653	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-089	13.733	42.533	5497.07	500	18O_proxy	-	-	-	0	-14.763	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-090	13.733	42.533	5522.55	500	18O_proxy	-	-	-	0	-3.173	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-091	13.733	42.533	5534.27	500	18O_proxy	-	-	-	0	1.067	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-092	13.733	42.533	5675.46	500	18O_proxy	-	-	-	0	-10.423	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-093	13.733	42.533	5675.82	500	18O_proxy	-	-	-	0	-15.953	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-094	13.733	42.533	5777.4	500	18O_proxy	-	-	-	0	-0.09299999999999997	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-095	13.733	42.533	5817.37	500	18O_proxy	-	-	-	0	-4.293	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-096	13.733	42.533	5930.3	500	18O_proxy	-	-	-	0	-11.493	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-097	13.733	42.533	5958.92	500	18O_proxy	-	-	-	0	-12.833	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-098	13.733	42.533	6032.24	500	18O_proxy	-	-	-	0	2.1370000000000005	12	12	GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy_30ka	age_model	Grant2014-099	13.733	42.533	6100.47	500	18O_proxy	-	-	-	0	0.007000000000000117	12	12	GrantEtal2014	location is the Hanish Sill
