Region	Dating_Method	LAB_ID	Latitude	Longitude	age	error	Material	Curve	Reservoir_age	Reservoir_error	type	RSL	RSL_2sigma_upper	RSL_2sigma_lower	Reference	notes
Narva-Luga	radiocarbon	Beta-309096	59.4	28.32	5820	30	burnt animal bone	terrestrial	-	-	1	7.68	0.26925824035672524	0.26925824035672524	RosentauEtal2013	
Narva-Luga	radiocarbon	Beta-312385	59.4	28.16	7280	40	elk antler	terrestrial	-	-	1	4.38	0.26925824035672524	0.26925824035672524	RosentauEtal2013	
Narva-Luga	radiocarbon	Hela-1863	59.43	28.12	5220	50	Crust from fragm of combed ware	terrestrial	-	-	1	6.78	0.26925824035672524	0.26925824035672524	RosentauEtal2013	
Narva-Luga	radiocarbon	Hela-1909	59.43	28.12	6130	45	burnt animal bone	terrestrial	-	-	1	9.68	0.26925824035672524	0.26925824035672524	Kriiska1996,RosentauEtal2013	
Narva-Luga	radiocarbon	Hela-1945	59.59	28.14	5090	40	burnt animal bone (Vulpes vulpes)	terrestrial	-	-	1	10.18	0.26925824035672524	0.26925824035672524	RosentauEtal2013	
Narva-Luga	radiocarbon	Hela-2741	59.45	28.07	4557	34	burn animal bone	terrestrial	-	-	1	8.88	0.26925824035672524	0.26925824035672524	RosentauEtal2013	
Narva-Luga	radiocarbon	Hela-2742	59.44	28.27	6212	48	burnt animal bone	terrestrial	-	-	1	8.18	0.26925824035672524	0.26925824035672524	RosentauEtal2013	
Narva-Luga	radiocarbon	Hela-2743	59.6	28.2	5442	45	burnt animal bone	terrestrial	-	-	1	10.18	0.26925824035672524	0.26925824035672524	RosentauEtal2013	
Narva-Luga	radiocarbon	Le-12	59.45	28.14	7370	210	peat	terrestrial	-	-	1	6.68	0.4	0.4	Kessel1963,RosentauEtal2013	
Narva-Luga	radiocarbon	LuA-5275	59.64	28.42	7030	85	nd	terrestrial	-	-	0	7.78	0.4473253849269009	0.4473253849269009	SandgrenEtal2004,RosentauEtal2013	
Narva-Luga	radiocarbon	Poz-1316	59.59	28.54	7110	40	nd	terrestrial	-	-	0	7.08	0.4473253849269009	0.4473253849269009	SandgrenEtal2004,RosentauEtal2013	
Narva-Luga	radiocarbon	Poz-1371	59.59	28.54	5455	45	nd	terrestrial	-	-	0	7.08	0.4473253849269009	0.4473253849269009	SandgrenEtal2004,RosentauEtal2013	
Narva-Luga	radiocarbon	Poz-1374	59.64	28.42	7400	50	nd	terrestrial	-	-	0	7.78	0.4473253849269009	0.4473253849269009	SandgrenEtal2004,RosentauEtal2013	
Narva-Luga	radiocarbon	Poz-2892	59.61	28.48	6990	40	buried peat	terrestrial	-	-	1	4.38	0.4001249804748512	0.4001249804748512	SandgrenEtal2004,RosentauEtal2013	
Narva-Luga	radiocarbon	Poz-2893	59.61	28.48	7120	40	buried peat	terrestrial	-	-	1	3.98	0.4001249804748512	0.4001249804748512	SandgrenEtal2004,RosentauEtal2013	
Narva-Luga	radiocarbon	Poz-2895	59.61	28.48	7520	40	buried peat	terrestrial	-	-	1	3.68	0.4001249804748512	0.4001249804748512	SandgrenEtal2004,RosentauEtal2013	
Narva-Luga	radiocarbon	Poz-2953	59.65	28.63	6220	35	nd	terrestrial	-	-	0	9.38	0.4473253849269009	0.4473253849269009	SandgrenEtal2004,RosentauEtal2013	
