GrN-07852	51.96	4.49	7690	110	1	-10.97	0.2	0.2
GrN-07831	51.96	4.49	4780	186	1	-3.64	0.21	0.21
GrN-07855	51.96	4.49	7711	117	1	-11.27	0.2	0.2
GrN-07832	51.96	4.49	5070	215	1	-3.85	0.22	0.22
GrN-07833	51.96	4.49	5201	233	1	-4.14	0.22	0.22
GrN-21465	51.97	3.83	9316	244	1	-23.8	0.56	0.56
GrN-21466	51.93	3.82	10461	243	1	-25.37	0.27	0.27
GrN-21464	51.94	3.84	10198	352	1	-24.82	0.56	0.56
GrN-16282	51.58	4.02	8646	285	1	-12.07	0.21	0.21
GrN-16937	51.64	4.12	8126	219	1	-14.52	0.12	0.12
GrA-55010	51.97	4.04	8525	83	1	-20.51	0.23	0.23
GrA-55012	51.97	4.04	8773	182	1	-20.61	0.23	0.23
GrA-54926	51.98	4.02	8773	199	1	-20.77	0.23	0.23
GrA-54928	51.98	4.02	8879	208	1	-20.81	0.23	0.23
GrA-54924	51.98	4.02	9026	213	1	-21.21	0.23	0.23
GrA-55001	51.97	4.03	9134	115	1	-22	0.24	0.24
GrA-55018	51.98	4.03	9142	122	1	-21.76	0.24	0.24
GrA-55016	51.98	4.02	9211	162	1	-21.26	0.23	0.23
GrA-55038	51.98	4.02	9222	167	1	-21.69	0.24	0.24
Poz-36913	51.97	4.05	8503	273	1	-19.63	0.28	0.28
beta-247584	51.97	4.1	9422	272	1	-22.25	0.31	0.31
beta-247585	51.97	4.1	9288	237	1	-22.19	0.31	0.31
