K-6374	55.47	10.75	8517	73	1	-11	1.118033988749895	1.118033988749895
Ua-2286	55.48	10.77	8347	62	1	-8.7	1.118033988749895	1.118033988749895
Ua-2287	55.48	10.77	8338	67	1	-8.7	1.118033988749895	1.118033988749895
K-5753	55.48	10.87	10544	185	1	-29.7	1.118033988749895	1.118033988749895
K-5914	55.48	10.87	10274	211	1	-29.7	1.118033988749895	1.118033988749895
Ua-2410	55.48	10.9	10797	278	1	-31.9	1.118033988749895	1.118033988749895
Ua-2411	55.48	10.9	12047	373	1	-33.8	1.118033988749895	1.118033988749895
K-922	55.37	10.91	10401	173	1	-29.5	1.118033988749895	1.118033988749895
K-926	55.37	10.91	10820	294	1	-29.6	1.118033988749895	1.118033988749895
K-942	55.37	10.91	11382	269	1	-29.8	1.118033988749895	1.118033988749895
K-592	55.4	10.93	9945	288	1	-29.7	1.118033988749895	1.118033988749895
K-593	55.4	10.93	9808	298	1	-29.6	1.118033988749895	1.118033988749895
K-5589	55.32	10.94	8184	151	1	-9.3	1.118033988749895	1.118033988749895
Ki-736.08	55.38	10.95	9083	321	-1	-27.4	0.7071067811865476	0.7071067811865476
Ki-736.14	55.38	10.95	9647	342	1	-27.7	0.7071067811865476	0.7071067811865476
AAR-6717	55.41	10.96	8136	123	-1	-26.1	1.118033988749895	1.118033988749895
K-5617	55.33	10.98	8269	118	1	-6.3	1.118033988749895	1.118033988749895
K-3571	55.33	11	8045	134	1	-6.9	1.118033988749895	1.118033988749895
K-3572	55.33	11	8159	166	1	-7	1.118033988749895	1.118033988749895
K-3573	55.33	11	8275	113	1	-7	1.118033988749895	1.118033988749895
K-5588	55.34	11	7710	122	1	-13.6	1.118033988749895	1.118033988749895
Ua-2413	55.35	11.01	7756	151	-1	-16.5	1.118033988749895	1.118033988749895
K-6029	55.41	11.07	8851	174	1	-10	1.118033988749895	1.118033988749895
K-3499	55.21	11.08	8275	113	-1	-8.5	1.118033988749895	1.118033988749895
K-6379	55.41	11.09	8315	72	1	-8.2	1.118033988749895	1.118033988749895
K-5309	55.35	11.11	6945	181	-1	-2.1	1.118033988749895	1.118033988749895
K-5310	55.35	11.11	6363	119	-1	-1.7	1.118033988749895	1.118033988749895
K-5311	55.35	11.11	7532	91	1	-2	1.118033988749895	1.118033988749895
K-5312	55.35	11.11	6802	147	1	-9	1.118033988749895	1.118033988749895
K-5598	55.35	11.11	7511	71	1	-1.5	1.118033988749895	1.118033988749895
K-5616	55.35	11.11	8246	119	1	-4.1	1.118033988749895	1.118033988749895
K-6543	55.35	11.11	7870	112	1	-4	1.118033988749895	1.118033988749895
K-6544	55.35	11.11	7795	129	1	-4	1.118033988749895	1.118033988749895
K-6545	55.35	11.11	7836	111	1	-4	1.118033988749895	1.118033988749895
K-6549	55.35	11.11	7813	118	1	-4	1.118033988749895	1.118033988749895
K-6380	55.44	11.16	8570	107	1	-8.2	1.118033988749895	1.118033988749895
K-5012	55.46	11.17	9183	213	1	-11.5	1.118033988749895	1.118033988749895
K-5915	55.4	11.17	8348	115	1	-7.8	1.118033988749895	1.118033988749895
K-5916	55.4	11.18	8426	127	1	-8.7	1.118033988749895	1.118033988749895
AAR-1830	55.39	11.2	8170	87	1	-6	1.118033988749895	1.118033988749895
K-2382	55.39	11.25	7619	130	-1	-9	1.118033988749895	1.118033988749895
K-6534	55.19	11.28	7330	91	1	-2.3	1.118033988749895	1.118033988749895
Ua-2407	55.66	10.74	11273	318	1	-36.2	1.118033988749895	1.118033988749895
AAR-3316	55.68	11.23	5864	67	0	-1	1.2247448713915892	1.2247448713915892
AAR-3317	55.68	11.23	5867	62	0	-0.1	1.2247448713915892	1.2247448713915892
AAR-3318	55.68	11.23	6188	89	-1	-0.2	1.118033988749895	1.118033988749895
AAR-3782	55.68	11.23	7138	97	1	-0.2	1.118033988749895	1.118033988749895
AAR-8783	55.68	11.23	7480	82	1	-0.8	1.118033988749895	1.118033988749895
WG-2575	55.68	11.23	6541	100	-1	0	1.118033988749895	1.118033988749895
AAR-5133	55.69	10.76	7696	119	-1	-5.9	1.118033988749895	1.118033988749895
