564	3.52
2689	3.57
3099	3.56
4131	3.51
5134	3.7
5617	3.91
5917	3.81
7103	3.83
7579	4.23
8589	3.82
10024	4.71
10076	5.14
11553	4.82
12469	4.82
13048	5.22
14006	5.38
14914	5.46
15196	5.25
15414	5.39
16821	5.35
17359	5.34
17785	5.19
18229	5.3
19636	5.22
19804	5.13
19804	5.22
20375	5.09
22249	5.12
22964	4.98
23859	5.03
24626	5.07
24969	4.97
25750	4.94
26585	4.94
26585	4.94
26833	4.87
27694	4.97
28200	4.89
29040	5.03
29815	4.92
31246	4.79
31246	4.83
31431	4.84
31583	4.87
33046	4.81
33453	4.83
33528	4.85
34662	4.86
35472	4.65
36277	4.82
37892	4.79
37892	4.72
39361	4.78
39508	4.72
40074	4.78
41123	4.93
41306	4.86
42281	4.73
42738	4.72
43250	4.74
43250	4.86
44354	4.65
44487	4.45
45181	4.61
46040	4.6
46625	4.89
46758	4.79
47773	4.61
48431	4.85
49049	4.57
49507	4.76
50236	4.86
51240	4.9
51339	4.54
52042	4.73
52973	4.75
53629	4.73
53629	4.67
53847	4.46
54707	4.65
55111	4.67
55920	4.74
56440	4.75
57458	4.75
58173	4.8
58210	4.67
59264	4.8
59907	4.85
60500	4.98
61069	5.11
61069	4.94
61640	4.72
62790	4.97
62875	4.97
63373	4.81
64681	5.01
65081	4.92
66486	5.02
67371	4.77
67371	4.78
69093	4.82
69432	4.56
70097	4.65
70827	4.6
70827	4.51
72533	4.41
72533	4.66
72683	4.52
73409	4.5
73409	4.56
75600	4.44
76085	4.44
76735	4.23
78667	4.37
78761	4.23
80787	4.29
80787	4.13
81438	4.12
81733	4.36
84114	4.22
84800	3.93
84800	4.27
84840	4.21
86791	4.24
87867	4.09
88892	4.51
88892	4.53
90933	4.68
94000	4.42
94000	4.27
95583	4.59
95856	4.32
96118	4.48
98055	4.5
98236	4.19
100526	4.34
102472	4.11
102998	4.21
102998	4.22
102998	4.36
103389	4.01
105516	4.1
105987	3.98
105987	4.28
108225	4.13
108740	4.07
109195	4.36
110935	4.13
110935	4.26
111493	4.34
111493	4.3
111517	4.31
113645	4.39
113839	4.61
116064	4.62
116193	4.28
116957	4.42
118191	4.37
120318	4.43
120395	4.12
120963	4.58
122446	3.81
122446	4.21
123348	4.21
123521	3.93
123521	3.86
124573	3.32
125733	3.89
126646	3.43
126700	3.83
127737	3.41
127844	3.58
128822	3.21
128822	3.85
129470	3.74
129643	3.52
130746	4.28
130746	3.37
131443	3.55
132670	4.23
132935	4.99
133242	4.81
134554	5.16
134668	5.32
135041	5.21
136371	5.24
138188	5.2
140090	5.3
141717	5.19
142062	5.07
142890	5.18
144034	5.19
146006	4.98
146006	4.81
146824	5
147150	5.11
147978	4.79
148432	4.96
148961	4.97
149753	4.92
150772	5.1
152934	4.73
153893	5.1
154703	5.03
155865	4.9
156205	5.12
156310	4.82
157837	4.77
158016	4.79
159809	4.99
160214	4.71
161781	4.85
161781	4.79
162485	4.77
164911	4.8
167083	4.82
167336	4.62
168899	4.64
169762	4.69
170714	4.63
172187	4.72
174345	4.96
174613	4.54
176161	4.85
177038	4.7
179464	4.86
179792	4.69
181889	4.91
181889	4.73
185238	4.9
186740	4.77
188869	4.66
190685	4.1
190685	4.24
190916	4.36
191591	4.12
191591	4.53
193629	3.9
194017	4.21
196200	3.92
196200	4.21
196418	4.04
198682	3.83
198682	3.85
198682	4.09
198880	4
201169	3.89
201169	3.94
201169	3.94
201612	3.69
201813	3.69
203656	3.97
204747	4.01
207706	3.94
208382	3.98
210904	3.92
214857	4.1
214857	3.82
217298	3.74
217845	4.1
218334	3.69
220413	3.78
220637	3.85
220695	3.81
223078	4.09
223185	3.94
225675	3.97
225742	4.85
225742	4.66
225742	4.7
228165	4.68
228165	4.75
228902	4.54
231083	4.69
233378	4.28
234197	4.55
235793	4.62
237348	4.63
238232	4.21
238913	4.14
240829	4.1
241303	4.18
241303	4.44
243105	3.69
243105	3.59
243455	3.84
243859	3.51
245024	4.29
246143	3.78
246143	4.51
246593	4.67
248427	4.7
250711	4.56
251938	4.93
252712	4.98
254163	4.97
255772	4.93
256403	4.87
256859	4.89
257718	5.07
257757	4.71
258643	4.91
258643	4.81
259280	4.89
260098	4.75
260098	4.63
260883	4.72
261700	4.72
261728	4.87
262238	4.67
263123	4.8
263713	4.81
264123	4.82
264856	4.8
265363	4.84
266543	4.75
267236	4.94
267603	4.83
267684	4.64
268862	4.95
268862	4.89
269589	4.84
269589	5.02
269669	4.96
269843	4.86
271013	4.92
273162	4.77
273588	4.8
273588	4.68
273640	4.85
274167	4.96
275312	4.86
277461	4.69
278618	4.89
284576	4.48
284576	4.47
288392	4.3
289424	4.23
290867	4.53
291849	3.94
293342	4.54
293342	4.67
294273	4.29
295817	4.48
296697	4.86
298045	4.79
300765	4.5
301545	4.73
303346	4.6
306918	4.67
306918	4.24
309175	4.36
311748	4.2
313707	4.68
316893	4.3
318469	3.92
319466	4.17
320850	3.98
322039	3.96
322039	3.93
323290	4.12
326281	3.55
328620	3.58
329274	3.6
332267	3.46
334689	3.24
335669	3.39
336905	3.36
336905	3.61
338900	4.17
338900	4.19
343553	4.99
343553	4.86
345767	5.2
348168	4.42
350591	4.82
350594	5.2
352683	4.76
353014	4.83
354771	4.96
354771	4.82
355437	4.78
356859	4.76
356859	4.8
357860	4.91
361036	4.88
365126	4.83
365213	5.01
367549	4.78
367549	4.87
369971	4.67
372394	4.71
373566	4.87
374575	4.61
375655	4.75
376133	4.65
377240	4.55
377743	4.5
378919	4.58
379663	4.35
379831	4.57
379831	4.49
382086	4.68
384490	4.58
384490	4.54
384506	4.22
386929	4.6
387276	4.42
389352	4.25
389352	4.35
390273	4.2
390356	4.35
391775	4.31
392361	4.33
394197	4.24
394197	4.35
396620	4.08
398716	4.32
398716	4.18
399116	4.16
399351	4.14
399908	4.1
402313	3.74
404678	3.32
404678	3.57
405230	3.95
405230	3.84
407063	3.42
408143	3.34
408643	4.04
409296	3.46
409296	3.37
410063	3.35
410870	3.43
411344	3.32
412850	3.87
412850	3.81
412910	3.71
414333	3.91
414333	4.02
414893	3.49
415592	5.04
416416	4.29
416416	5.1
416936	3.98
416936	3.74
417167	5.17
418741	5.41
418849	3.59
418849	4.33
418979	4.09
421039	4.17
422268	5.09
422268	4.43
422704	4.24
423008	5.5
423034	5.26
423543	5.46
423543	5.46
423780	5.34
423979	5.23
424799	5.26
425218	5.4
425292	5.33
425678	5.33
425793	5.32
426308	5.21
426527	5.12
426527	5.19
426804	5.22
427375	4.67
428224	4.85
428571	4.92
429073	4.58
429409	4.84
429923	4.82
429931	4.98
430686	4.83
430975	4.82
431310	5.03
431310	5.02
431340	5.17
431620	5.03
432690	4.74
432851	5.05
432851	5.09
433327	5.02
433327	4.93
434069	4.94
434363	4.94
435448	4.99
435875	5.03
437902	4.97
437902	4.91
438080	4.86
441073	5.1
442855	4.69
444244	4.65
447630	4.64
453756	4.86
454243	4.76
454243	4.93
456927	4.96
461803	4.34
463268	4.8
466439	4.64
466439	4.85
469610	4.48
472780	4.51
473902	4.32
473902	4.4
483161	4.13
484117	3.99
484117	4.13
486166	4.2
488588	3.78
488674	3.85
491010	3.86
492171	3.9
492887	3.94
492887	4.16
493432	3.72
494885	4.25
496058	4.01
497943	4.61
499226	4.54
499244	4.01
500081	4.59
500081	4.55
500335	3.98
501364	4.21
502151	3.92
502219	4.62
503502	4.54
504221	3.81
504357	4.46
505640	4.51
505640	4.51
506495	4.45
507718	4.08
507778	4.42
508633	4.38
509916	4.27
510771	4.41
510884	4.22
510884	4.24
511605	4.28
512054	4.24
512904	4.38
512909	4.34
514192	4.19
514923	4.37
515047	4.27
517025	4.18
517288	3.93
517288	4.32
518098	4.4
518098	4.13
519221	4.24
519613	4.24
519613	4.46
520515	4.18
521008	4.32
521938	4.32
