Region	Dating_Method	LAB_ID	Latitude	Longitude	age	error	Material	Curve	Reservoir_age	Reservoir_error	type	RSL	RSL_2sigma_upper	RSL_2sigma_lower	Reference	notes
Sund	radiocarbon	AAR-24986	55.99	12.05	2802	27	Cerastoderma sp. shell	marine	10	0	-1	0.2	1.118033988749895	1.118033988749895	BennikeEtal2017	
Sund	radiocarbon	AAR-24987	55.99	12.05	5742	30	Cerastoderma sp. shell	marine	10	0	-1	-3.2	1.118033988749895	1.118033988749895	BennikeEtal2017	
Sund	radiocarbon	AAR-24988	55.99	12.05	6242	37	Hydrobia sp. shells	marine	10	0	-1	-3.4	1.118033988749895	1.118033988749895	BennikeEtal2017	
Sund	radiocarbon	AAR-24989	55.99	12.05	7530	30	Ostrea edulis shell	marine	10	0	-1	-5.5	1.118033988749895	1.118033988749895	BennikeEtal2017	
Sund	radiocarbon	AAR-24990	55.99	12.05	7943	34	Cerastoderma sp. shell	marine	10	0	-1	-6	1.118033988749895	1.118033988749895	BennikeEtal2017	
Sund	radiocarbon	AAR-24991	55.99	12.05	7950	40	Twig	terrestrial	-	-	1	-6.1	1.118033988749895	1.118033988749895	BennikeEtal2017	
Sund	radiocarbon	AAR-8284	55.78	12.74	8310	70	Mytilus edulis shell	marine	10	0	-1	-21.2	1.118033988749895	1.118033988749895	BennikeEtal2012	
Sund	radiocarbon	AAR-8285	55.78	12.74	9155	70	Mytilus edulis shell	marine	10	0	-1	-25.5	1.118033988749895	1.118033988749895	BennikeEtal2012	
Sund	radiocarbon	AAR-8287	55.77	12.74	9200	70	Macoma balthica shell	marine	10	0	-1	-18	1.118033988749895	1.118033988749895	BennikeEtal2012	
Sund	radiocarbon	AAR-8288	55.77	12.74	9380	80	Macoma balthica shell	marine	10	0	-1	-20.6	1.118033988749895	1.118033988749895	BennikeEtal2012	
Sund	radiocarbon	AAR-8601	55.96	12.61	8820	40	Woody plant roots	terrestrial	-	-	1	-19	1.118033988749895	1.118033988749895	BennikeEtal2012	
Sund	radiocarbon	AAR-8603	55.96	12.61	9475	35	Macoma balthica shell	marine	10	-	-1	-18.7	1.118033988749895	1.118033988749895	BennikeEtal2012	
Sund	radiocarbon	AAR-8604	55.94	12.61	8975	50	Phragmites australis remains	terrestrial	-	-	1	-18.6	1.118033988749895	1.118033988749895	BennikeEtal2012	
Sund	radiocarbon	AAR-8626	55.96	12.61	8455	35	Littorina littorea shell	marine	10	0	-1	-16.4	1.118033988749895	1.118033988749895	BennikeEtal2012	
Sund	radiocarbon	AAR-8627	55.96	12.61	8565	40	Littorina littorea shell	marine	10	0	-1	-16.5	1.118033988749895	1.118033988749895	BennikeEtal2012	
Sund	radiocarbon	AAR-8628	55.94	12.61	9270	45	Cerastoderma edulis shell	marine	10	0	-1	-18.4	1.118033988749895	1.118033988749895	BennikeEtal2012	
Sund	radiocarbon	AAR-8629	55.96	12.61	8095	60	Remains of land plants	terrestrial	-	-	1	-19.3	1.118033988749895	1.118033988749895	BennikeEtal2012	
Sund	radiocarbon	AAR-8630	55.94	12.61	8940	40	Wood	terrestrial	-	-	1	-18.6	1.118033988749895	1.118033988749895	BennikeEtal2012	
Sund	radiocarbon	AAR-8631	55.94	12.61	8740	35	Corylus avallana nut	terrestrial	-	-	1	-19.9	1.118033988749895	1.118033988749895	BennikeEtal2012	
Sund	radiocarbon	AAR-8632	55.94	12.62	8765	40	Scirpus maritimus fruits	terrestrial	-	-	-1	-20.3	1.118033988749895	1.118033988749895	BennikeEtal2012	
Sund	radiocarbon	K-1303	55.85	12.55	6510	110	Wood	marine	10	0	-1	1.13	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-1828	55.85	12.55	6050	120	Charcoal	terrestrial	-	-	1	4	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-1829	55.85	12.55	6170	120	Charcoal	terrestrial	-	-	1	4.55	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-1844	55.85	12.55	5910	120	Charcoal	terrestrial	-	-	1	3.95	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-2723	55.85	12.55	6560	105	Wood	terrestrial	-	-	1	2.19	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-2725	55.85	12.55	5920	100	Wood	terrestrial	-	-	1	3.06	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-2880	55.85	12.55	6340	80	Wood	terrestrial	-	-	1	1.95	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-2904	55.85	12.55	6260	105	Wood	terrestrial	-	-	1	2.56	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-2905	55.85	12.55	5130	95	Wood	terrestrial	-	-	-1	3.14	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-2906	55.85	12.55	5290	95	Wood	terrestrial	-	-	-1	3.3	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-2908	55.85	12.55	7230	110	Wood stump	terrestrial	-	-	1	-0.07	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-2909	55.85	12.55	7200	110	Charcoal	terrestrial	-	-	1	2	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-3148	55.85	12.55	6270	100	Wood	terrestrial	-	-	-1	2.55	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-3149	55.85	12.55	6180	100	Wood	terrestrial	-	-	-1	3.15	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-3166	55.85	12.55	6630	105	Wood	terrestrial	-	-	-1	0.26	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-3167	55.85	12.55	5920	100	Twigs  branches	terrestrial	-	-	0	3.06	1.2247448713915892	1.2247448713915892	Christensen1982	
Sund	radiocarbon	K-3169	55.85	12.55	5770	90	Wood	terrestrial	-	-	1	3.26	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-3171	55.85	12.55	6120	100	Wood	terrestrial	-	-	1	2.9	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-3172	55.85	12.55	6460	100	Wood	terrestrial	-	-	1	2.7	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-3173	55.85	12.55	6590	125	Wood	terrestrial	-	-	1	2.4	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-3174	55.85	12.55	5850	90	Wood	terrestrial	-	-	1	3.1	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-3205	55.85	12.55	5770	95	Wood	terrestrial	-	-	1	3.05	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-3211	55.85	12.55	6290	100	Wood	terrestrial	-	-	1	3.02	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-3212	55.85	12.55	6330	100	Wood	terrestrial	-	-	1	3.2	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-3213	55.85	12.55	6330	95	Wood	terrestrial	-	-	1	3.23	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-3214	55.85	12.55	5840	95	Wood	terrestrial	-	-	1	3.6	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-3262	55.85	12.55	7090	110	Wood stump	terrestrial	-	-	1	2.2	1.118033988749895	1.118033988749895	Christensen1982	
Sund	radiocarbon	K-3263	55.85	12.55	6910	115	Tree roots	terrestrial	-	-	1	1.85	1.118033988749895	1.118033988749895	Christensen1982	
