KIA-1817	75.2	115.61	10687	166	-1	-47.57	1.1093628621871205	1.1093628621871205
KIA-1883	75.2	115.61	11502	401	1	-47.84	1.1443138730261029	1.1443138730261029
LU-5184	73.58	117.11	941	237	0	1.3	3.2480917474726603	3.2480917474726603
LU-5181	73.58	117.11	1011	253	0	3	3.2480917474726603	3.2480917474726603
KIA33190	73.59	117.12	837	86	-1	-11	1.1070682002478438	1.1070682002478438
KIA33191	73.59	117.12	2229	92	-1	-7	1.1034491379306977	1.1034491379306977
KIA33189	73.59	117.12	8367	237	-1	-36	1.2512393855693642	1.2512393855693642
KIA33187	73.59	117.12	8609	307	-1	-3.5901000000000005	1.1034491379306977	1.1034491379306977
KIA33185	73.59	117.12	11194	400	-1	-3.7	1.1034491379306977	1.1034491379306977
KIA33186	73.59	117.12	11249	422	-1	7	2.727874630550312	2.727874630550312
